currSessionId,currGameId,currGameRoundId,Name,playerId,playerType,amountEnv,amountEcon
241531OVI2Coop1Rand,43,3,,2,AIPlayerRandom,3,2
241531OVI2Coop1Rand,44,0,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,44,0,,2,AIPlayerRandom,4,1
241531OVI2Coop1Rand,44,0,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,44,1,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,44,1,,1,AIPlayerRandom,3,2
241531OVI2Coop1Rand,44,1,,2,AIPlayerRandom,5,0
241531OVI2Coop1Rand,44,2,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,44,2,,1,AIPlayerRandom,0,5
241531OVI2Coop1Rand,44,2,,2,AIPlayerRandom,2,3
241531OVI2Coop1Rand,44,3,,0,AIPlayerRandom,3,2
241531OVI2Coop1Rand,44,3,,1,AIPlayerRandom,5,0
241531OVI2Coop1Rand,44,3,,2,AIPlayerRandom,2,3
241531OVI2Coop1Rand,45,0,,1,AIPlayerRandom,1,4
241531OVI2Coop1Rand,45,0,,2,AIPlayerRandom,1,4
241531OVI2Coop1Rand,45,0,,0,AIPlayerRandom,2,3
241531OVI2Coop1Rand,46,0,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,46,0,,1,AIPlayerRandom,5,0
241531OVI2Coop1Rand,46,0,,2,AIPlayerRandom,4,1
241531OVI2Coop1Rand,46,1,,0,AIPlayerRandom,0,5
241531OVI2Coop1Rand,46,1,,2,AIPlayerRandom,5,0
241531OVI2Coop1Rand,46,2,,0,AIPlayerRandom,3,2
241531OVI2Coop1Rand,46,1,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,46,2,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,46,2,,2,AIPlayerRandom,4,1
241531OVI2Coop1Rand,46,3,,0,AIPlayerRandom,2,3
241531OVI2Coop1Rand,46,3,,2,AIPlayerRandom,0,5
241531OVI2Coop1Rand,46,3,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,47,0,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,47,0,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,47,1,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,47,1,,2,AIPlayerRandom,3,2
241531OVI2Coop1Rand,47,0,,2,AIPlayerRandom,5,0
241531OVI2Coop1Rand,47,1,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,47,2,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,47,2,,1,AIPlayerRandom,3,2
241531OVI2Coop1Rand,47,2,,2,AIPlayerRandom,1,4
241531OVI2Coop1Rand,47,3,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,47,3,,1,AIPlayerRandom,0,5
241531OVI2Coop1Rand,47,3,,2,AIPlayerRandom,3,2
241531OVI2Coop1Rand,48,0,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,48,0,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,48,0,,2,AIPlayerRandom,0,5
241531OVI2Coop1Rand,49,0,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,49,0,,1,AIPlayerRandom,0,5
241531OVI2Coop1Rand,49,0,,2,AIPlayerRandom,5,0
241531OVI2Coop1Rand,49,1,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,49,1,,2,AIPlayerRandom,0,5
241531OVI2Coop1Rand,49,1,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,49,2,,0,AIPlayerRandom,4,1
241531OVI2Coop1Rand,49,2,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,49,2,,2,AIPlayerRandom,4,1
241531OVI2Coop1Rand,49,3,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,49,3,,0,AIPlayerRandom,0,5
241531OVI2Coop1Rand,49,3,,2,AIPlayerRandom,1,4
241531OVI2Coop1Rand,50,0,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,50,0,,1,AIPlayerRandom,2,3
241531OVI2Coop1Rand,50,0,,2,AIPlayerRandom,5,0
241531OVI2Coop1Rand,50,1,,0,AIPlayerRandom,1,4
241531OVI2Coop1Rand,50,1,,1,AIPlayerRandom,0,5
241531OVI2Coop1Rand,50,1,,2,AIPlayerRandom,1,4
241531OVI2Coop1Rand,50,2,,2,AIPlayerRandom,3,2
241531OVI2Coop1Rand,50,2,,0,AIPlayerRandom,2,3
241531OVI2Coop1Rand,50,2,,1,AIPlayerRandom,5,0
241531OVI2Coop1Rand,50,3,,2,AIPlayerRandom,1,4
241531OVI2Coop1Rand,50,3,,0,AIPlayerRandom,5,0
241531OVI2Coop1Rand,50,3,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,51,0,,0,AIPlayerRandom,4,1
241531OVI2Coop1Rand,51,0,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,51,0,,2,AIPlayerRandom,5,0
241531OVI2Coop1Rand,51,1,,0,AIPlayerRandom,2,3
241531OVI2Coop1Rand,51,1,,1,AIPlayerRandom,4,1
241531OVI2Coop1Rand,51,1,,2,AIPlayerRandom,5,0
