currSessionId,currGameId,currGameRoundId,currGamePhase,playerId,playerType,emotionType,intensity
"171518PJI['CC', 'CC', 'CI']",1,2,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,2,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,2,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,2,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,3,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,4,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,5,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,6,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,7,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,8,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,9,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,10,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,11,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.312379
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_ALLOCATION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.965542
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,8.705505
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,8.705505
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.548416
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_EXECUTION,1,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,9.117225
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_ALLOCATION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Joy,9.399462
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.548416
"171518PJI['CC', 'CC', 'CI']",1,12,BUDGET_ALLOCATION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,9.117225
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_EXECUTION,2,AI_EMOTIONAL_CONSTRUCTIVE_INDIVIDUALISTIC,Reproach,10
"171518PJI['CC', 'CC', 'CI']",1,13,BUDGET_EXECUTION,0,AI_EMOTIONAL_CONSTRUCTIVE_COLLECTIVIST,Admiration,10
