sessionId,currGameId,condition,outcome,env_state,playerId_0_pos,playerId_0_type,playerId_0_econ_state,playerId_0_econ_history_perc,playerId_0_env_history_perc,playerId_1_pos,playerId_1_type,playerId_1_econ_state,playerId_1_econ_history_perc,playerId_1_env_history_perc,playerId_2_pos,playerId_2_type,playerId_2_econ_state,playerId_2_econ_history_perc,playerId_2_env_history_perc
"042038KKZ['CC', 'CC', 'CI']",1,"['CC', 'CC', 'CI']",VICTORY,1,2,Competitive,0,0.05,0.95,1,Competitive,0,0.05,0.95,0,Competitive,0.2,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",2,"['CC', 'CC', 'DC']",VICTORY,1,0,Competitive,0,0,1,1,Competitive,0,0,1,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",3,"['CC', 'CC', 'DI']",VICTORY,0.55,2,Competitive,0,0.05,0.95,1,Competitive,0,0.05,0.95,0,Cooperative,0.26,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",4,"['CC', 'CC', 'RANDOM']",VICTORY,0.65,2,Competitive,0,0,1,1,Competitive,0,0.1,0.9,0,AIPlayerRandom,0.52,0.85,0.15
"042038KKZ['CC', 'CC', 'CI']",5,"['CC', 'CI', 'CI']",VICTORY,0.19,2,Competitive,0,0.05,0.95,1,Competitive,0.22,0.55,0.45,0,Competitive,0.25,0.65,0.35
"042038KKZ['CC', 'CC', 'CI']",6,"['CC', 'CI', 'DC']",VICTORY,0.89,1,Competitive,0,0.05,0.95,0,Competitive,0.17,0.45,0.55,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",7,"['CC', 'CI', 'DI']",VICTORY,0.9699999,2,Competitive,0,0,1,1,Competitive,0.05,0.25,0.75,0,Cooperative,0.18,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",8,"['CC', 'CI', 'RANDOM']",VICTORY,0.7399999,2,Competitive,0,0.1,0.9,1,Competitive,0.09,0.35,0.65,0,AIPlayerRandom,0.12,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",9,"['CC', 'DC', 'DC']",VICTORY,0.8099999,0,Competitive,0,0.1,0.9,1,Cooperative,0,0,1,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",10,"['CC', 'DC', 'DI']",VICTORY,0.76,2,Competitive,0,0.1,0.9,1,Cooperative,0,0.1,0.9,0,Cooperative,0.06999999,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",11,"['CC', 'DC', 'RANDOM']",VICTORY,1,2,Competitive,0,0.05,0.95,1,Cooperative,0,0,1,0,AIPlayerRandom,0.02999999,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",12,"['CC', 'DI', 'DI']",VICTORY,0.3600001,2,Competitive,0,0.2,0.8,0,Cooperative,0.15,0.55,0.45,1,Cooperative,0.06999999,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",13,"['CC', 'DI', 'RANDOM']",VICTORY,0.8199999,2,Competitive,0,0,1,0,Cooperative,0.06,0.25,0.75,1,AIPlayerRandom,0.02,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",14,"['CC', 'RANDOM', 'RANDOM']",VICTORY,0.39,2,Competitive,0,0.05,0.95,1,AIPlayerRandom,0,0.3,0.7,0,AIPlayerRandom,0.31,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",15,"['CI', 'CI', 'CI']",VICTORY,0.25,2,Competitive,0.16,0.45,0.55,0,Competitive,0.23,0.5,0.5,1,Competitive,0.19,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",16,"['CI', 'CI', 'DC']",VICTORY,0.4500001,0,Competitive,0.35,0.7,0.3,1,Competitive,0.12,0.35,0.65,2,Cooperative,0.06,0.1,0.9
"042038KKZ['CC', 'CC', 'CI']",17,"['CI', 'CI', 'DI']",LOSS,0.01000005,1,Competitive,0.25,0.55,0.45,0,Competitive,0.36,0.6,0.4,2,Cooperative,0.13,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",18,"['CI', 'CI', 'RANDOM']",VICTORY,0.3,1,Competitive,0.05999999,0.45,0.55,0,Competitive,0.07000002,0.4,0.6,2,AIPlayerRandom,0.03000001,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",19,"['CI', 'DC', 'DC']",VICTORY,1,0,Competitive,0.07,0.4,0.6,1,Cooperative,0,0,1,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",20,"['CI', 'DC', 'DI']",VICTORY,0.7599999,1,Competitive,0.01000001,0.25,0.75,2,Cooperative,0,0.05,0.95,0,Cooperative,0.16,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",21,"['CI', 'DC', 'RANDOM']",VICTORY,0.4599999,1,Competitive,0.17,0.4,0.6,2,Cooperative,0,0,1,0,AIPlayerRandom,0.38,0.75,0.25
"042038KKZ['CC', 'CC', 'CI']",22,"['CI', 'DI', 'DI']",VICTORY,0.33,2,Competitive,0,0.4,0.6,0,Cooperative,0.15,0.5,0.5,1,Cooperative,0.04,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",23,"['CI', 'DI', 'RANDOM']",LOSS,0.03999999,2,Competitive,0.06,0.35,0.65,1,Cooperative,0.07999999,0.4,0.6,0,AIPlayerRandom,0.37,0.85,0.15
"042038KKZ['CC', 'CC', 'CI']",24,"['CI', 'RANDOM', 'RANDOM']",VICTORY,0.26,2,Competitive,0.08000001,0.3,0.7,0,AIPlayerRandom,0.26,0.55,0.45,1,AIPlayerRandom,0.11,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",25,"['DC', 'DC', 'DC']",VICTORY,1,0,Cooperative,0,0.1,0.9,1,Cooperative,0,0,1,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",26,"['DC', 'DC', 'DI']",VICTORY,1,0,Cooperative,0,0,1,1,Cooperative,0,0.05,0.95,2,Cooperative,0,0.1,0.9
"042038KKZ['CC', 'CC', 'CI']",27,"['DC', 'DC', 'RANDOM']",VICTORY,0.7500001,2,Cooperative,0,0.05,0.95,1,Cooperative,0,0.1,0.9,0,AIPlayerRandom,0.05999999,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",28,"['DC', 'DI', 'DI']",VICTORY,0.7700001,2,Cooperative,0,0.05,0.95,1,Cooperative,0.09,0.3,0.7,0,Cooperative,0.11,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",29,"['DC', 'DI', 'RANDOM']",VICTORY,0.8,2,Cooperative,0,0.05,0.95,0,Cooperative,0.16,0.35,0.65,1,AIPlayerRandom,0.05000001,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",30,"['DC', 'RANDOM', 'RANDOM']",VICTORY,0.7199999,2,Cooperative,0,0.1,0.9,0,AIPlayerRandom,0.12,0.4,0.6,1,AIPlayerRandom,0.05,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",31,"['DI', 'DI', 'DI']",VICTORY,0.26,1,Cooperative,0.2,0.55,0.45,0,Cooperative,0.26,0.45,0.55,2,Cooperative,0.14,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",32,"['DI', 'DI', 'RANDOM']",VICTORY,0.5700001,0,Cooperative,0.1,0.3,0.7,1,Cooperative,0.04,0.2,0.8,2,AIPlayerRandom,0.02,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",33,"['DI', 'RANDOM', 'RANDOM']",VICTORY,0.35,0,Cooperative,0.13,0.35,0.65,2,AIPlayerRandom,0,0.35,0.65,1,AIPlayerRandom,0.08999999,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",34,"['RANDOM', 'RANDOM', 'RANDOM']",LOSS,0,2,AIPlayerRandom,0.11,0.4,0.6,0,AIPlayerRandom,0.21,0.8,0.2,1,AIPlayerRandom,0.19,0.8,0.2
"042038KKZ['CC', 'CC', 'CI']",35,"['CC', 'CC', 'CC']",VICTORY,1,0,Competitive,0,0.1,0.9,1,Competitive,0,0,1,2,Competitive,0,0.1,0.9
"042038KKZ['CC', 'CC', 'CI']",36,"['CC', 'CC', 'CI']",VICTORY,0.73,2,Competitive,0,0.15,0.85,1,Competitive,0.009999998,0.1,0.9,0,Competitive,0.08999999,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",37,"['CC', 'CC', 'DC']",VICTORY,1,0,Competitive,0,0.05,0.95,1,Competitive,0,0,1,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",38,"['CC', 'CC', 'DI']",VICTORY,0.95,2,Competitive,0,0,1,1,Competitive,0,0.1,0.9,0,Cooperative,0.18,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",39,"['CC', 'CC', 'RANDOM']",VICTORY,0.96,2,Competitive,0,0.1,0.9,1,Competitive,0,0.05,0.95,0,AIPlayerRandom,0.13,0.45,0.55
"042038KKZ['CC', 'CC', 'CI']",40,"['CC', 'CI', 'CI']",VICTORY,0.3999999,2,Competitive,0,0.15,0.85,0,Competitive,0.18,0.5,0.5,1,Competitive,0.09,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",41,"['CC', 'CI', 'DC']",VICTORY,0.78,2,Competitive,0,0.1,0.9,0,Competitive,0.18,0.4,0.6,1,Cooperative,0.03,0.1,0.9
"042038KKZ['CC', 'CC', 'CI']",42,"['CC', 'CI', 'DI']",VICTORY,0.8,2,Competitive,0,0,1,0,Competitive,0.13,0.5,0.5,1,Cooperative,0.13,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",43,"['CC', 'CI', 'RANDOM']",VICTORY,0.6,2,Competitive,0,0.05,0.95,1,Competitive,0.11,0.4,0.6,0,AIPlayerRandom,0.18,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",44,"['CC', 'DC', 'DC']",VICTORY,1,0,Competitive,0,0.05,0.95,1,Cooperative,0,0.05,0.95,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",45,"['CC', 'DC', 'DI']",VICTORY,0.7499999,2,Competitive,0,0,1,1,Cooperative,0,0,1,0,Cooperative,0.12,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",46,"['CC', 'DC', 'RANDOM']",VICTORY,1,2,Competitive,0,0,1,1,Cooperative,0,0.05,0.95,0,AIPlayerRandom,0.13,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",47,"['CC', 'DI', 'DI']",VICTORY,0.3,1,Competitive,0,0,1,0,Cooperative,0.32,0.55,0.45,2,Cooperative,0,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",48,"['CC', 'DI', 'RANDOM']",VICTORY,0.7900001,1,Competitive,0,0.05,0.95,0,Cooperative,0.06999999,0.35,0.65,2,AIPlayerRandom,0,0.15,0.85
"042038KKZ['CC', 'CC', 'CI']",49,"['CC', 'RANDOM', 'RANDOM']",LOSS,0.03999999,2,Competitive,0,0,1,1,AIPlayerRandom,0.34,0.85,0.15,0,AIPlayerRandom,0.36,0.75,0.25
"042038KKZ['CC', 'CC', 'CI']",50,"['CI', 'CI', 'CI']",VICTORY,0.24,0,Competitive,0.4,0.6,0.4,2,Competitive,0.12,0.5,0.5,1,Competitive,0.17,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",51,"['CI', 'CI', 'DC']",VICTORY,1,1,Competitive,0.01000001,0.15,0.85,0,Competitive,0.07,0.25,0.75,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",52,"['CI', 'CI', 'DI']",LOSS,0,0,Competitive,0.23,0.7,0.3,1,Competitive,0.21,0.5,0.5,2,Cooperative,0.1,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",53,"['CI', 'CI', 'RANDOM']",VICTORY,0.1,1,Competitive,0.16,0.5,0.5,2,Competitive,0,0.5,0.5,0,AIPlayerRandom,0.42,0.65,0.35
"042038KKZ['CC', 'CC', 'CI']",54,"['CI', 'DC', 'DC']",VICTORY,0.78,0,Competitive,0.02,0.4,0.6,1,Cooperative,0,0.05,0.95,2,Cooperative,0,0.1,0.9
"042038KKZ['CC', 'CC', 'CI']",55,"['CI', 'DC', 'DI']",VICTORY,0.81,1,Competitive,0.009999998,0.4,0.6,2,Cooperative,0,0.15,0.85,0,Cooperative,0.05,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",56,"['CI', 'DC', 'RANDOM']",VICTORY,0.5500001,1,Competitive,0.08,0.3,0.7,2,Cooperative,0,0.05,0.95,0,AIPlayerRandom,0.25,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",57,"['CI', 'DI', 'DI']",VICTORY,0.6100001,0,Competitive,0.16,0.4,0.6,1,Cooperative,0.06,0.2,0.8,2,Cooperative,0.02,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",58,"['CI', 'DI', 'RANDOM']",VICTORY,0.27,0,Competitive,0.2,0.45,0.55,1,Cooperative,0.16,0.45,0.55,2,AIPlayerRandom,0.08000001,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",59,"['CI', 'RANDOM', 'RANDOM']",LOSS,0.00999999,2,Competitive,0.1,0.4,0.6,1,AIPlayerRandom,0.29,0.65,0.35,0,AIPlayerRandom,0.3,0.6,0.4
"042038KKZ['CC', 'CC', 'CI']",60,"['DC', 'DC', 'DC']",VICTORY,1,0,Cooperative,0,0,1,1,Cooperative,0,0,1,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",61,"['DC', 'DC', 'DI']",VICTORY,1,2,Cooperative,0,0,1,0,Cooperative,0.04,0.05,0.95,1,Cooperative,0.009999998,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",62,"['DC', 'DC', 'RANDOM']",VICTORY,0.71,2,Cooperative,0,0.1,0.9,1,Cooperative,0,0,1,0,AIPlayerRandom,0.22,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",63,"['DC', 'DI', 'DI']",VICTORY,0.77,2,Cooperative,0,0.1,0.9,1,Cooperative,0.05,0.4,0.6,0,Cooperative,0.12,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",64,"['DC', 'DI', 'RANDOM']",VICTORY,0.4500002,2,Cooperative,0,0,1,1,Cooperative,0.12,0.45,0.55,0,AIPlayerRandom,0.15,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",65,"['DC', 'RANDOM', 'RANDOM']",VICTORY,0.6600001,2,Cooperative,0.02,0.05,0.95,1,AIPlayerRandom,0.05000003,0.45,0.55,0,AIPlayerRandom,0.5,0.85,0.15
"042038KKZ['CC', 'CC', 'CI']",66,"['DI', 'DI', 'DI']",VICTORY,0.3799999,1,Cooperative,0.13,0.3,0.7,0,Cooperative,0.2900001,0.6,0.4,2,Cooperative,0,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",67,"['DI', 'DI', 'RANDOM']",VICTORY,0.55,1,Cooperative,0.06000001,0.3,0.7,2,Cooperative,0,0.25,0.75,0,AIPlayerRandom,0.06999999,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",68,"['DI', 'RANDOM', 'RANDOM']",VICTORY,0.19,2,Cooperative,0.09,0.3,0.7,1,AIPlayerRandom,0.13,0.55,0.45,0,AIPlayerRandom,0.3,0.7,0.3
"042038KKZ['CC', 'CC', 'CI']",69,"['RANDOM', 'RANDOM', 'RANDOM']",LOSS,0,2,AIPlayerRandom,0.15,0.6,0.4,1,AIPlayerRandom,0.15,0.5,0.5,0,AIPlayerRandom,0.22,0.9,0.1
"042038KKZ['CC', 'CC', 'CI']",70,"['CC', 'CC', 'CC']",VICTORY,1,0,Competitive,1.117587E-08,0.1,0.9,2,Competitive,0,0,1,1,Competitive,1.862645E-09,0.1,0.9
"042038KKZ['CC', 'CC', 'CI']",71,"['CC', 'CC', 'CI']",VICTORY,0.8,2,Competitive,0,0,1,1,Competitive,0,0.1,0.9,0,Competitive,0.15,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",72,"['CC', 'CC', 'DC']",VICTORY,1,0,Competitive,0,0,1,1,Competitive,0,0.1,0.9,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",73,"['CC', 'CC', 'DI']",VICTORY,0.8700001,2,Competitive,0,0.05,0.95,1,Competitive,0,0.1,0.9,0,Cooperative,0.1,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",74,"['CC', 'CC', 'RANDOM']",VICTORY,0.7399999,2,Competitive,0,0.05,0.95,1,Competitive,0,0.05,0.95,0,AIPlayerRandom,0.11,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",75,"['CC', 'CI', 'CI']",VICTORY,0.4499999,2,Competitive,0,0,1,0,Competitive,0.14,0.5,0.5,1,Competitive,0.07000001,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",76,"['CC', 'CI', 'DC']",VICTORY,0.7700001,1,Competitive,0,0,1,0,Competitive,0.19,0.45,0.55,2,Cooperative,0,0.15,0.85
"042038KKZ['CC', 'CC', 'CI']",77,"['CC', 'CI', 'DI']",VICTORY,0.8800001,1,Competitive,0,0,1,0,Competitive,0.11,0.3,0.7,2,Cooperative,0,0.15,0.85
"042038KKZ['CC', 'CC', 'CI']",78,"['CC', 'CI', 'RANDOM']",VICTORY,0.18,2,Competitive,0,0,1,1,Competitive,0.08,0.3,0.7,0,AIPlayerRandom,0.44,0.85,0.15
"042038KKZ['CC', 'CC', 'CI']",79,"['CC', 'DC', 'DC']",VICTORY,1,0,Competitive,0,0.1,0.9,1,Cooperative,0,0.1,0.9,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",80,"['CC', 'DC', 'DI']",VICTORY,0.9099998,2,Competitive,0,0.1,0.9,1,Cooperative,0,0.05,0.95,0,Cooperative,0.16,0.45,0.55
"042038KKZ['CC', 'CC', 'CI']",81,"['CC', 'DC', 'RANDOM']",VICTORY,0.8299999,2,Competitive,0,0.05,0.95,1,Cooperative,0,0,1,0,AIPlayerRandom,0.33,0.65,0.35
"042038KKZ['CC', 'CC', 'CI']",82,"['CC', 'DI', 'DI']",VICTORY,0.82,2,Competitive,0,0.1,0.9,0,Cooperative,0.18,0.4,0.6,1,Cooperative,0.09,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",83,"['CC', 'DI', 'RANDOM']",VICTORY,0.69,2,Competitive,0,0,1,0,Cooperative,0.1,0.3,0.7,1,AIPlayerRandom,0.04,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",84,"['CC', 'RANDOM', 'RANDOM']",VICTORY,0.6399999,2,Competitive,0,0.1,0.9,1,AIPlayerRandom,0.13,0.35,0.65,0,AIPlayerRandom,0.16,0.45,0.55
"042038KKZ['CC', 'CC', 'CI']",85,"['CI', 'CI', 'CI']",LOSS,0.00999999,0,Competitive,0.21,0.6666667,0.3333333,1,Competitive,0.17,0.5333334,0.4666667,2,Competitive,0.14,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",86,"['CI', 'CI', 'DC']",VICTORY,0.3099999,1,Competitive,0.2,0.5,0.5,0,Competitive,0.22,0.65,0.35,2,Cooperative,0,0.15,0.85
"042038KKZ['CC', 'CC', 'CI']",87,"['CI', 'CI', 'DI']",VICTORY,0.36,0,Competitive,0.28,0.55,0.45,1,Competitive,0.24,0.5,0.5,2,Cooperative,0.09,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",88,"['CI', 'CI', 'RANDOM']",LOSS,0.01000002,2,Competitive,0.17,0.4,0.6,1,Competitive,0.18,0.5,0.5,0,AIPlayerRandom,0.23,0.9,0.1
"042038KKZ['CC', 'CC', 'CI']",89,"['CI', 'DC', 'DC']",VICTORY,1,0,Competitive,0.22,0.4,0.6,1,Cooperative,0,0,1,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",90,"['CI', 'DC', 'DI']",VICTORY,0.59,0,Competitive,0.3,0.55,0.45,2,Cooperative,0,0.05,0.95,1,Cooperative,0.16,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",91,"['CI', 'DC', 'RANDOM']",VICTORY,0.47,1,Competitive,0.11,0.35,0.65,2,Cooperative,0,0.05,0.95,0,AIPlayerRandom,0.34,0.65,0.35
"042038KKZ['CC', 'CC', 'CI']",92,"['CI', 'DI', 'DI']",VICTORY,0.53,0,Competitive,0.3,0.4,0.6,1,Cooperative,0.08,0.4,0.6,2,Cooperative,0,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",93,"['CI', 'DI', 'RANDOM']",LOSS,0.02,0,Competitive,0.17,0.45,0.55,2,Cooperative,0.08,0.45,0.55,1,AIPlayerRandom,0.16,0.6,0.4
"042038KKZ['CC', 'CC', 'CI']",94,"['CI', 'RANDOM', 'RANDOM']",VICTORY,0.6,1,Competitive,0.09,0.25,0.75,2,AIPlayerRandom,0,0.25,0.75,0,AIPlayerRandom,0.23,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",95,"['DC', 'DC', 'DC']",VICTORY,0.92,0,Cooperative,0,0.15,0.85,1,Cooperative,0,0.05,0.95,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",96,"['DC', 'DC', 'DI']",VICTORY,0.6900001,0,Cooperative,0,0.1,0.9,1,Cooperative,0,0,1,2,Cooperative,0,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",97,"['DC', 'DC', 'RANDOM']",VICTORY,0.6899999,2,Cooperative,0,0,1,1,Cooperative,0,0.1,0.9,0,AIPlayerRandom,0.37,0.75,0.25
"042038KKZ['CC', 'CC', 'CI']",98,"['DC', 'DI', 'DI']",VICTORY,1,2,Cooperative,0,0,1,0,Cooperative,0.14,0.35,0.65,1,Cooperative,0.1,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",99,"['DC', 'DI', 'RANDOM']",VICTORY,0.59,2,Cooperative,0,0.1,0.9,1,Cooperative,0.06,0.25,0.75,0,AIPlayerRandom,0.21,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",100,"['DC', 'RANDOM', 'RANDOM']",VICTORY,0.48,1,Cooperative,0,0.1,0.9,0,AIPlayerRandom,0.1,0.45,0.55,2,AIPlayerRandom,0,0.3,0.7
"042038KKZ['CC', 'CC', 'CI']",101,"['DI', 'DI', 'DI']",VICTORY,0.2,2,Cooperative,0.13,0.5,0.5,0,Cooperative,0.3,0.6,0.4,1,Cooperative,0.2,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",102,"['DI', 'DI', 'RANDOM']",VICTORY,0.32,0,Cooperative,0.18,0.5,0.5,2,Cooperative,0.08999999,0.45,0.55,1,AIPlayerRandom,0.18,0.45,0.55
"042038KKZ['CC', 'CC', 'CI']",103,"['DI', 'RANDOM', 'RANDOM']",VICTORY,0.17,1,Cooperative,0.18,0.45,0.55,0,AIPlayerRandom,0.44,0.85,0.15,2,AIPlayerRandom,0.12,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",104,"['RANDOM', 'RANDOM', 'RANDOM']",LOSS,0,0,AIPlayerRandom,0.2,0.7,0.3,2,AIPlayerRandom,0.06999999,0.4,0.6,1,AIPlayerRandom,0.13,0.6,0.4
"042038KKZ['CC', 'CC', 'CI']",105,"['CC', 'CC', 'CC']",VICTORY,1,2,Competitive,0,0.05,0.95,1,Competitive,0,0.05,0.95,0,Competitive,0.05,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",106,"['CC', 'CC', 'CI']",VICTORY,0.92,2,Competitive,0,0.05,0.95,1,Competitive,0,0.1,0.9,0,Competitive,0.28,0.45,0.55
"042038KKZ['CC', 'CC', 'CI']",107,"['CC', 'CC', 'DC']",VICTORY,1,0,Competitive,0,0.1,0.9,1,Competitive,0,0.05,0.95,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",108,"['CC', 'CC', 'DI']",VICTORY,0.7400001,2,Competitive,0,0.05,0.95,1,Competitive,0,0,1,0,Cooperative,0.19,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",109,"['CC', 'CC', 'RANDOM']",VICTORY,0.83,2,Competitive,0,0,1,1,Competitive,0,0.05,0.95,0,AIPlayerRandom,0.33,0.55,0.45
"042038KKZ['CC', 'CC', 'CI']",110,"['CC', 'CI', 'CI']",VICTORY,0.7000001,2,Competitive,0,0.05,0.95,1,Competitive,0.009999983,0.4,0.6,0,Competitive,0.13,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",111,"['CC', 'CI', 'DC']",VICTORY,0.6900001,1,Competitive,0,0.05,0.95,0,Competitive,0.24,0.5,0.5,2,Cooperative,0,0,1
"042038KKZ['CC', 'CC', 'CI']",112,"['CC', 'CI', 'DI']",VICTORY,0.7,2,Competitive,0,0,1,0,Competitive,0.16,0.35,0.65,1,Cooperative,0.11,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",113,"['CC', 'CI', 'RANDOM']",VICTORY,0.8100001,1,Competitive,0,0.15,0.85,0,Competitive,0.12,0.35,0.65,2,AIPlayerRandom,0,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",114,"['CC', 'DC', 'DC']",VICTORY,1,0,Competitive,0,0,1,1,Cooperative,0,0.05,0.95,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",115,"['CC', 'DC', 'DI']",VICTORY,0.79,0,Competitive,0,0.1,0.9,1,Cooperative,0,0.05,0.95,2,Cooperative,0,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",116,"['CC', 'DC', 'RANDOM']",VICTORY,0.6900001,2,Competitive,0,0.05,0.95,1,Cooperative,0,0,1,0,AIPlayerRandom,0.42,0.7,0.3
"042038KKZ['CC', 'CC', 'CI']",117,"['CC', 'DI', 'DI']",VICTORY,0.5599999,2,Competitive,0,0,1,1,Cooperative,0.13,0.35,0.65,0,Cooperative,0.15,0.5,0.5
"042038KKZ['CC', 'CC', 'CI']",118,"['CC', 'DI', 'RANDOM']",VICTORY,1,2,Competitive,0,0.05,0.95,1,Cooperative,0.03,0.3,0.7,0,AIPlayerRandom,0.16,0.4,0.6
"042038KKZ['CC', 'CC', 'CI']",119,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,2,Competitive,0.03,0,1,1,AIPlayerRandom,0.12,0.8,0.2,0,AIPlayerRandom,0.19,1,0
"042038KKZ['CC', 'CC', 'CI']",120,"['CI', 'CI', 'CI']",VICTORY,0.05000001,1,Competitive,0.26,0.55,0.45,2,Competitive,0.23,0.55,0.45,0,Competitive,0.29,0.6,0.4
"042038KKZ['CC', 'CC', 'CI']",121,"['CI', 'CI', 'DC']",VICTORY,0.23,1,Competitive,0.17,0.6,0.4,0,Competitive,0.17,0.7,0.3,2,Cooperative,0,0.05,0.95
"042038KKZ['CC', 'CC', 'CI']",122,"['CI', 'CI', 'DI']",VICTORY,0.4799999,0,Competitive,0.22,0.4,0.6,2,Competitive,0.16,0.4,0.6,1,Cooperative,0.16,0.35,0.65
"042038KKZ['CC', 'CC', 'CI']",123,"['CI', 'CI', 'RANDOM']",VICTORY,0.21,2,Competitive,0.04000001,0.6,0.4,1,Competitive,0.12,0.35,0.65,0,AIPlayerRandom,0.41,0.65,0.35
"042038KKZ['CC', 'CC', 'CI']",124,"['CI', 'DC', 'DC']",VICTORY,1,0,Competitive,0.08999999,0.3,0.7,2,Cooperative,0,0,1,1,Cooperative,0.02,0.2,0.8
"042038KKZ['CC', 'CC', 'CI']",125,"['CI', 'DC', 'DI']",VICTORY,0.83,0,Competitive,0.08000001,0.3,0.7,2,Cooperative,0,0.05,0.95,1,Cooperative,0.02999999,0.25,0.75
"042038KKZ['CC', 'CC', 'CI']",126,"['CI', 'DC', 'RANDOM']",VICTORY,0.53,1,Competitive,0.15,0.4,0.6,2,Cooperative,0,0,1,0,AIPlayerRandom,0.41,0.55,0.45
