sessionId,currGameId,Id,Name,type
,485,1,RANDOM,
,485,0,DC,
,486,2,DI,
,486,0,DI,
,486,1,DI,
,487,0,DI,
,487,2,RANDOM,
,487,1,DI,
,488,0,DI,
,488,2,RANDOM,
,488,1,RANDOM,
,489,1,RANDOM,
,489,0,RANDOM,
,489,2,RANDOM,
,490,2,CC,
,490,0,CC,
,490,1,CC,
,491,2,CI,
,491,0,CC,
,491,1,CC,
,492,1,CC,
,492,0,CC,
,492,2,DC,
,493,0,CC,
,493,2,DI,
,493,1,CC,
,494,2,RANDOM,
,494,0,CC,
,494,1,CC,
,495,0,CC,
,495,1,CI,
,495,2,CI,
,496,0,CC,
,496,1,CI,
,496,2,DC,
,497,2,DI,
,497,1,CI,
,497,0,CC,
,498,0,CC,
,498,2,RANDOM,
,498,1,CI,
,499,2,DC,
,499,1,DC,
,499,0,CC,
,500,2,DI,
,500,1,DC,
,500,0,CC,
,501,2,RANDOM,
,501,1,DC,
,501,0,CC,
,502,0,CC,
,502,1,DI,
,502,2,DI,
,503,2,RANDOM,
,503,0,CC,
,503,1,DI,
,504,1,RANDOM,
,504,0,CC,
,504,2,RANDOM,
,505,1,CI,
,505,2,CI,
,505,0,CI,
,506,2,DC,
,506,1,CI,
,506,0,CI,
,507,0,CI,
,507,2,DI,
,507,1,CI,
,508,0,CI,
,508,1,CI,
,508,2,RANDOM,
,509,0,CI,
,509,2,DC,
,509,1,DC,
,510,2,DI,
,510,0,CI,
,510,1,DC,
,511,1,DC,
,511,2,RANDOM,
,511,0,CI,
,512,2,DI,
,512,0,CI,
,512,1,DI,
,513,0,CI,
,513,2,RANDOM,
,513,1,DI,
,514,0,CI,
,514,1,RANDOM,
,514,2,RANDOM,
,515,2,DC,
,515,1,DC,
,515,0,DC,
,516,2,DI,
,516,0,DC,
,516,1,DC,
,517,0,DC,
,517,1,DC,
,517,2,RANDOM,
,518,0,DC,
,518,2,DI,
,518,1,DI,
,519,1,DI,
,519,2,RANDOM,
,519,0,DC,
,520,0,DC,
,520,1,RANDOM,
,520,2,RANDOM,
,521,0,DI,
,521,1,DI,
,521,2,DI,
,522,2,RANDOM,
,522,1,DI,
,522,0,DI,
,523,1,RANDOM,
,523,2,RANDOM,
,523,0,DI,
,524,1,RANDOM,
,524,2,RANDOM,
,524,0,RANDOM,
,525,0,CC,
,525,1,CC,
,525,2,CC,
,526,1,CC,
,526,2,CI,
,526,0,CC,
,527,1,CC,
,527,0,CC,
,527,2,DC,
,528,1,CC,
,528,2,DI,
,528,0,CC,
,529,2,RANDOM,
,529,0,CC,
,529,1,CC,
,530,2,CI,
,530,0,CC,
,530,1,CI,
,531,2,DC,
,531,0,CC,
,531,1,CI,
,532,2,DI,
,532,1,CI,
,532,0,CC,
,533,2,RANDOM,
,533,1,CI,
,533,0,CC,
,534,0,CC,
,534,2,DC,
,534,1,DC,
,535,1,DC,
,535,0,CC,
,535,2,DI,
,536,0,CC,
,536,1,DC,
,536,2,RANDOM,
,537,1,DI,
,537,2,DI,
,537,0,CC,
,538,2,RANDOM,
,538,1,DI,
,538,0,CC,
,539,0,CC,
,539,1,RANDOM,
,539,2,RANDOM,
,540,2,CI,
,540,0,CI,
,540,1,CI,
,541,0,CI,
,541,2,DC,
,541,1,CI,
,542,1,CI,
,542,2,DI,
,542,0,CI,
,543,2,RANDOM,
,543,1,CI,
,543,0,CI,
,544,1,DC,
,544,2,DC,
,544,0,CI,
,545,2,DI,
,545,0,CI,
,545,1,DC,
,546,0,CI,
,546,1,DC,
,546,2,RANDOM,
,547,2,DI,
,547,1,DI,
,547,0,CI,
,548,1,DI,
,548,0,CI,
,548,2,RANDOM,
,549,1,RANDOM,
,549,2,RANDOM,
,549,0,CI,
,550,2,DC,
,550,1,DC,
,550,0,DC,
,551,1,DC,
,551,0,DC,
,551,2,DI,
,552,2,RANDOM,
,552,0,DC,
,552,1,DC,
,553,2,DI,
,553,0,DC,
,553,1,DI,
,554,2,RANDOM,
,554,0,DC,
,554,1,DI,
,555,2,RANDOM,
,555,1,RANDOM,
,555,0,DC,
,556,2,DI,
,556,1,DI,
,556,0,DI,
,557,2,RANDOM,
,557,0,DI,
,557,1,DI,
,558,2,RANDOM,
,558,0,DI,
,558,1,RANDOM,
,559,1,RANDOM,
,559,2,RANDOM,
,559,0,RANDOM,
,560,1,CC,
,560,0,CC,
,560,2,CC,
,561,0,CC,
,561,1,CC,
,561,2,CI,
,562,1,CC,
,562,0,CC,
,562,2,DC,
,563,1,CC,
,563,2,DI,
,563,0,CC,
,564,0,CC,
,564,1,CC,
,564,2,RANDOM,
,565,1,CI,
,565,2,CI,
,565,0,CC,
,566,1,CI,
,566,0,CC,
,566,2,DC,
,567,1,CI,
,567,2,DI,
,567,0,CC,
,568,0,CC,
,568,2,RANDOM,
,568,1,CI,
,569,2,DC,
,569,1,DC,
,569,0,CC,
,570,0,CC,
,570,2,DI,
,570,1,DC,
,571,1,DC,
,571,0,CC,
,571,2,RANDOM,
,572,1,DI,
,572,2,DI,
,572,0,CC,
,573,0,CC,
,573,2,RANDOM,
,573,1,DI,
,574,1,RANDOM,
,574,2,RANDOM,
,574,0,CC,
,575,2,CI,
,575,1,CI,
,575,0,CI,
,576,2,DC,
,576,1,CI,
,576,0,CI,
,577,1,CI,
,577,2,DI,
,577,0,CI,
,578,0,CI,
,578,2,RANDOM,
,578,1,CI,
,579,0,CI,
,579,1,DC,
,579,2,DC,
,580,2,DI,
,580,0,CI,
,580,1,DC,
,581,0,CI,
,581,1,DC,
,581,2,RANDOM,
,582,1,DI,
,582,0,CI,
,582,2,DI,
,583,1,DI,
,583,0,CI,
,583,2,RANDOM,
,584,1,RANDOM,
,584,0,CI,
,584,2,RANDOM,
,585,2,DC,
,585,0,DC,
,585,1,DC,
,586,2,DI,
,586,1,DC,
,586,0,DC,
,587,1,DC,
,587,0,DC,
,587,2,RANDOM,
,588,1,DI,
,588,0,DC,
,588,2,DI,
,589,2,RANDOM,
,589,0,DC,
,589,1,DI,
,590,1,RANDOM,
,590,0,DC,
,590,2,RANDOM,
,591,1,DI,
,591,0,DI,
,591,2,DI,
,592,2,RANDOM,
,592,0,DI,
,592,1,DI,
,593,1,RANDOM,
,593,2,RANDOM,
,593,0,DI,
,594,2,RANDOM,
,594,1,RANDOM,
,594,0,RANDOM,
,595,0,CC,
,595,2,CC,
,595,1,CC,
,596,2,CI,
,596,0,CC,
,596,1,CC,
,597,1,CC,
,597,2,DC,
,597,0,CC,
,598,1,CC,
,598,2,DI,
,598,0,CC,
,599,0,CC,
,599,1,CC,
,599,2,RANDOM,
,600,1,CI,
,600,2,CI,
,600,0,CC,
,601,2,DC,
,601,0,CC,
,601,1,CI,
,602,0,CC,
,602,1,CI,
,602,2,DI,
,603,0,CC,
,603,1,CI,
,603,2,RANDOM,
,604,0,CC,
,604,1,DC,
,604,2,DC,
,605,2,DI,
,605,0,CC,
,605,1,DC,
,606,1,DC,
,606,0,CC,
,606,2,RANDOM,
,607,2,DI,
,607,0,CC,
,607,1,DI,
,608,0,CC,
,608,2,RANDOM,
,608,1,DI,
,609,2,RANDOM,
,609,1,RANDOM,
,609,0,CC,
,610,2,CI,
,610,0,CI,
,610,1,CI,
,611,0,CI,
,611,2,DC,
,611,1,CI,
,612,1,CI,
,612,2,DI,
,612,0,CI,
,613,2,RANDOM,
,613,1,CI,
,613,0,CI,
,614,2,DC,
,614,0,CI,
,614,1,DC,
,615,1,DC,
,615,2,DI,
,615,0,CI,
,616,2,RANDOM,
,616,1,DC,
,616,0,CI,
,617,1,DI,
,617,0,CI,
,617,2,DI,
,618,2,RANDOM,
,618,1,DI,
,618,0,CI,
,619,1,RANDOM,
,619,0,CI,
,619,2,RANDOM,
,620,0,DC,
,620,2,DC,
,620,1,DC,
,621,0,DC,
,621,2,DI,
,621,1,DC,
,622,0,DC,
,622,2,RANDOM,
,622,1,DC,
,623,1,DI,
,623,2,DI,
,623,0,DC,
,624,0,DC,
,624,2,RANDOM,
,624,1,DI,
,625,0,DC,
,625,2,RANDOM,
,625,1,RANDOM,
,626,0,DI,
,626,2,DI,
,626,1,DI,
,627,0,DI,
,627,1,DI,
,627,2,RANDOM,
,628,1,RANDOM,
,628,2,RANDOM,
,628,0,DI,
,629,0,RANDOM,
,629,1,RANDOM,
,629,2,RANDOM,
,630,1,CC,
,630,2,CC,
,630,0,CC,
,631,2,CI,
,631,0,CC,
,631,1,CC,
,632,2,DC,
,632,0,CC,
,632,1,CC,
,633,0,CC,
,633,2,DI,
,633,1,CC,
,634,0,CC,
,634,2,RANDOM,
,634,1,CC,
,635,1,CI,
,635,2,CI,
,635,0,CC,
,636,2,DC,
,636,0,CC,
,636,1,CI,
,637,0,CC,
,637,2,DI,
,637,1,CI,
,638,1,CI,
,638,0,CC,
,638,2,RANDOM,
,639,0,CC,
,639,2,DC,
,639,1,DC,
,640,1,DC,
,640,2,DI,
,640,0,CC,
,641,2,RANDOM,
,641,1,DC,
,641,0,CC,
,642,0,CC,
,642,2,DI,
,642,1,DI,
,643,2,RANDOM,
,643,0,CC,
,643,1,DI,
,644,2,RANDOM,
,644,0,CC,
,644,1,RANDOM,
,645,1,CI,
,645,2,CI,
,645,0,CI,
,646,0,CI,
,646,2,DC,
,646,1,CI,
,647,1,CI,
,647,0,CI,
,647,2,DI,
,648,0,CI,
,648,2,RANDOM,
,648,1,CI,
,649,2,DC,
,649,1,DC,
,649,0,CI,
,650,2,DI,
,650,1,DC,
,650,0,CI,
,651,0,CI,
,651,1,DC,
,651,2,RANDOM,
,652,1,DI,
,652,2,DI,
,652,0,CI,
,653,2,RANDOM,
,653,1,DI,
,653,0,CI,
,654,0,CI,
,654,1,RANDOM,
,654,2,RANDOM,
,655,2,DC,
,655,0,DC,
,655,1,DC,
,656,0,DC,
,656,1,DC,
,656,2,DI,
,657,1,DC,
,657,2,RANDOM,
,657,0,DC,
,658,0,DC,
,658,2,DI,
,658,1,DI,
,659,0,DC,
,659,2,RANDOM,
,659,1,DI,
,660,0,DC,
,660,2,RANDOM,
,660,1,RANDOM,
,661,0,DI,
,661,1,DI,
,661,2,DI,
,662,1,DI,
,662,0,DI,
,662,2,RANDOM,
,663,2,RANDOM,
,663,0,DI,
,663,1,RANDOM,
,664,2,RANDOM,
,664,1,RANDOM,
,664,0,RANDOM,
,665,0,CC,
,665,1,CC,
,665,2,CC,
,666,0,CC,
,666,1,CC,
,666,2,CI,
,667,1,CC,
,667,2,DC,
,667,0,CC,
,668,0,CC,
,668,1,CC,
,668,2,DI,
,669,0,CC,
,669,1,CC,
,669,2,RANDOM,
,670,0,CC,
,670,1,CI,
,670,2,CI,
,671,0,CC,
,671,1,CI,
,671,2,DC,
,672,0,CC,
,672,2,DI,
,672,1,CI,
,673,1,CI,
,673,0,CC,
,673,2,RANDOM,
,674,0,CC,
,674,2,DC,
,674,1,DC,
,675,0,CC,
,675,2,DI,
,675,1,DC,
,676,1,DC,
,676,0,CC,
,676,2,RANDOM,
,677,0,CC,
,677,2,DI,
,677,1,DI,
,678,1,DI,
,678,2,RANDOM,
,678,0,CC,
,679,0,CC,
,679,1,RANDOM,
,679,2,RANDOM,
,680,0,CI,
,680,2,CI,
,680,1,CI,
,681,0,CI,
,681,2,DC,
,681,1,CI,
,682,0,CI,
,682,2,DI,
,682,1,CI,
,683,2,RANDOM,
,683,1,CI,
,683,0,CI,
,684,0,CI,
,684,2,DC,
,684,1,DC,
,685,0,CI,
,685,1,DC,
,685,2,DI,
,686,0,CI,
,686,2,RANDOM,
,686,1,DC,
,687,0,CI,
,687,1,DI,
,687,2,DI,
,688,0,CI,
,688,2,RANDOM,
,688,1,DI,
,689,2,RANDOM,
,689,0,CI,
,689,1,RANDOM,
,690,0,DC,
,690,1,DC,
,690,2,DC,
,691,2,DI,
,691,0,DC,
,691,1,DC,
,692,2,RANDOM,
,692,0,DC,
,692,1,DC,
,693,0,DC,
,693,1,DI,
,693,2,DI,
,694,2,RANDOM,
,694,0,DC,
,694,1,DI,
,695,1,RANDOM,
,695,2,RANDOM,
,695,0,DC,
,696,0,DI,
,696,1,DI,
,696,2,DI,
,697,0,DI,
,697,1,DI,
,697,2,RANDOM,
,698,0,DI,
,698,2,RANDOM,
,698,1,RANDOM,
,699,1,RANDOM,
,699,0,RANDOM,
,699,2,RANDOM,
,700,1,CC,
,700,2,CC,
,700,0,CC,
,701,2,CI,
,701,1,CC,
,701,0,CC,
,702,0,CC,
,702,2,DC,
,702,1,CC,
,703,1,CC,
,703,0,CC,
,703,2,DI,
,704,0,CC,
,704,1,CC,
,704,2,RANDOM,
,705,0,CC,
,705,2,CI,
,705,1,CI,
,706,1,CI,
,706,2,DC,
,706,0,CC,
,707,0,CC,
,707,2,DI,
,707,1,CI,
,708,1,CI,
,708,2,RANDOM,
,708,0,CC,
,709,2,DC,
,709,0,CC,
,709,1,DC,
,710,2,DI,
,710,1,DC,
,710,0,CC,
,711,0,CC,
,711,2,RANDOM,
,711,1,DC,
,712,2,DI,
,712,0,CC,
,712,1,DI,
,713,2,RANDOM,
,713,1,DI,
,713,0,CC,
,714,2,RANDOM,
,714,1,RANDOM,
,714,0,CC,
,715,2,CI,
,715,0,CI,
,715,1,CI,
,716,1,CI,
,716,2,DC,
,716,0,CI,
,717,0,CI,
,717,2,DI,
,717,1,CI,
,718,2,RANDOM,
,718,0,CI,
,718,1,CI,
,719,0,CI,
,719,1,DC,
,719,2,DC,
,720,1,DC,
,720,2,DI,
,720,0,CI,
,721,0,CI,
,721,1,DC,
,721,2,RANDOM,
,722,0,CI,
,722,2,DI,
,722,1,DI,
,723,1,DI,
,723,2,RANDOM,
,723,0,CI,
,724,0,CI,
,724,2,RANDOM,
,724,1,RANDOM,
,725,2,DC,
,725,1,DC,
,725,0,DC,
,726,0,DC,
,726,1,DC,
,726,2,DI,
,727,1,DC,
,727,0,DC,
,727,2,RANDOM,
,728,0,DC,
,728,2,DI,
,728,1,DI,
,729,0,DC,
,729,1,DI,
,729,2,RANDOM,
,730,1,RANDOM,
,730,2,RANDOM,
,730,0,DC,
,731,1,DI,
,731,2,DI,
,731,0,DI,
,732,2,RANDOM,
,732,1,DI,
,732,0,DI,
,733,1,RANDOM,
,733,0,DI,
,733,2,RANDOM,
,734,2,RANDOM,
,734,0,RANDOM,
,734,1,RANDOM,
,735,2,CC,
,735,0,CC,
,735,1,CC,
,736,1,CC,
,736,2,CI,
,736,0,CC,
,737,0,CC,
,737,2,DC,
,737,1,CC,
,738,2,DI,
,738,1,CC,
,738,0,CC,
,739,0,CC,
,739,2,RANDOM,
,739,1,CC,
,740,0,CC,
,740,2,CI,
,740,1,CI,
,741,1,CI,
,741,0,CC,
,741,2,DC,
,742,0,CC,
,742,1,CI,
,742,2,DI,
,743,1,CI,
,743,0,CC,
,743,2,RANDOM,
,744,0,CC,
,744,1,DC,
,744,2,DC,
,745,2,DI,
,745,1,DC,
,745,0,CC,
,746,2,RANDOM,
,746,1,DC,
,746,0,CC,
,747,2,DI,
,747,1,DI,
,747,0,CC,
,748,0,CC,
,748,1,DI,
,748,2,RANDOM,
,749,2,RANDOM,
,749,1,RANDOM,
,749,0,CC,
,750,1,CI,
,750,2,CI,
,750,0,CI,
,751,0,CI,
,751,2,DC,
,751,1,CI,
,752,0,CI,
,752,2,DI,
,752,1,CI,
,753,2,RANDOM,
,753,1,CI,
,753,0,CI,
,754,2,DC,
,754,0,CI,
,754,1,DC,
,755,2,DI,
,755,1,DC,
,755,0,CI,
,756,2,RANDOM,
,756,1,DC,
,756,0,CI,
,757,1,DI,
,757,0,CI,
,757,2,DI,
,758,0,CI,
,758,1,DI,
,758,2,RANDOM,
,759,1,RANDOM,
,759,2,RANDOM,
,759,0,CI,
,760,0,DC,
,760,1,DC,
,760,2,DC,
,761,2,DI,
,761,0,DC,
,761,1,DC,
,762,1,DC,
,762,0,DC,
,762,2,RANDOM,
,763,2,DI,
,763,1,DI,
,763,0,DC,
,764,0,DC,
,764,2,RANDOM,
,764,1,DI,
,765,2,RANDOM,
,765,1,RANDOM,
,765,0,DC,
,766,1,DI,
,766,2,DI,
,766,0,DI,
,767,1,DI,
,767,0,DI,
,767,2,RANDOM,
,768,0,DI,
,768,1,RANDOM,
,768,2,RANDOM,
,769,0,RANDOM,
,769,2,RANDOM,
,769,1,RANDOM,
,770,0,CC,
,770,1,CC,
,770,2,CC,
,771,0,CC,
,771,1,CC,
,771,2,CI,
,772,0,CC,
,772,2,DC,
,772,1,CC,
,773,1,CC,
,773,0,CC,
,773,2,DI,
,774,0,CC,
,774,1,CC,
,774,2,RANDOM,
,775,2,CI,
,775,1,CI,
,775,0,CC,
,776,0,CC,
,776,2,DC,
,776,1,CI,
,777,1,CI,
,777,0,CC,
,777,2,DI,
,778,0,CC,
,778,2,RANDOM,
,778,1,CI,
,779,0,CC,
,779,2,DC,
,779,1,DC,
,780,1,DC,
,780,0,CC,
,780,2,DI,
,781,2,RANDOM,
,781,0,CC,
,781,1,DC,
,782,0,CC,
,782,2,DI,
,782,1,DI,
,783,1,DI,
,783,0,CC,
,783,2,RANDOM,
,784,2,RANDOM,
,784,1,RANDOM,
,784,0,CC,
,785,0,CI,
,785,2,CI,
,785,1,CI,
,786,2,DC,
,786,0,CI,
,786,1,CI,
,787,2,DI,
,787,1,CI,
,787,0,CI,
,788,1,CI,
,788,0,CI,
,788,2,RANDOM,
,789,2,DC,
,789,0,CI,
,789,1,DC,
,790,1,DC,
,790,0,CI,
,790,2,DI,
,791,0,CI,
,791,1,DC,
,791,2,RANDOM,
,792,0,CI,
,792,1,DI,
,792,2,DI,
,793,2,RANDOM,
,793,0,CI,
,793,1,DI,
,794,1,RANDOM,
,794,2,RANDOM,
,794,0,CI,
,795,1,DC,
,795,2,DC,
,795,0,DC,
,796,0,DC,
,796,2,DI,
,796,1,DC,
,797,1,DC,
,797,0,DC,
,797,2,RANDOM,
,798,1,DI,
,798,2,DI,
,798,0,DC,
,799,0,DC,
,799,2,RANDOM,
,799,1,DI,
,800,2,RANDOM,
,800,0,DC,
,800,1,RANDOM,
,801,1,DI,
,801,0,DI,
,801,2,DI,
,802,0,DI,
,802,1,DI,
,802,2,RANDOM,
,803,1,RANDOM,
,803,2,RANDOM,
,803,0,DI,
,804,0,RANDOM,
,804,2,RANDOM,
,804,1,RANDOM,
,805,0,CC,
,805,1,CC,
,805,2,CC,
,806,1,CC,
,806,0,CC,
,806,2,CI,
,807,0,CC,
,807,2,DC,
,807,1,CC,
,808,0,CC,
,808,2,DI,
,808,1,CC,
,809,1,CC,
,809,0,CC,
,809,2,RANDOM,
,810,2,CI,
,810,1,CI,
,810,0,CC,
,811,2,DC,
,811,0,CC,
,811,1,CI,
,812,1,CI,
,812,0,CC,
,812,2,DI,
,813,1,CI,
,813,2,RANDOM,
,813,0,CC,
,814,1,DC,
,814,2,DC,
,814,0,CC,
,815,2,DI,
,815,0,CC,
,815,1,DC,
,816,0,CC,
,816,1,DC,
,816,2,RANDOM,
,817,0,CC,
,817,1,DI,
,817,2,DI,
,818,0,CC,
,818,1,DI,
,818,2,RANDOM,
,819,2,RANDOM,
,819,0,CC,
,819,1,RANDOM,
,820,1,CI,
,820,0,CI,
,820,2,CI,
,821,0,CI,
,821,1,CI,
,821,2,DC,
,822,0,CI,
,822,2,DI,
,822,1,CI,
,823,0,CI,
,823,2,RANDOM,
,823,1,CI,
,824,2,DC,
,824,1,DC,
,824,0,CI,
,825,0,CI,
,825,2,DI,
,825,1,DC,
,826,0,CI,
,826,1,DC,
,826,2,RANDOM,
,827,0,CI,
,827,2,DI,
,827,1,DI,
,828,1,DI,
,828,2,RANDOM,
,828,0,CI,
,829,0,CI,
,829,2,RANDOM,
,829,1,RANDOM,
,830,2,DC,
,830,0,DC,
,830,1,DC,
,831,2,DI,
,831,1,DC,
,831,0,DC,
,832,2,RANDOM,
,832,1,DC,
,832,0,DC,
,833,0,DC,
,833,1,DI,
,833,2,DI,
,834,0,DC,
,834,1,DI,
,834,2,RANDOM,
,835,2,RANDOM,
,835,1,RANDOM,
,835,0,DC,
,836,2,DI,
,836,1,DI,
,836,0,DI,
,837,0,DI,
,837,1,DI,
,837,2,RANDOM,
,838,0,DI,
,838,1,RANDOM,
,838,2,RANDOM,
,839,1,RANDOM,
,839,0,RANDOM,
,839,2,RANDOM,
,840,1,CC,
,840,2,CC,
,840,0,CC,
,841,1,CC,
,841,2,CI,
,841,0,CC,
,842,1,CC,
,842,2,DC,
,842,0,CC,
,843,2,DI,
,843,1,CC,
,843,0,CC,
,844,2,RANDOM,
,844,0,CC,
,844,1,CC,
,845,2,CI,
,845,0,CC,
,845,1,CI,
,846,1,CI,
,846,0,CC,
,846,2,DC,
,847,2,DI,
,847,1,CI,
,847,0,CC,
,848,2,RANDOM,
,848,0,CC,
,848,1,CI,
,849,1,DC,
,849,0,CC,
,849,2,DC,
,850,1,DC,
,850,0,CC,
,850,2,DI,
,851,0,CC,
,851,1,DC,
,851,2,RANDOM,
,852,2,DI,
,852,1,DI,
,852,0,CC,
,853,2,RANDOM,
,853,1,DI,
,853,0,CC,
,854,0,CC,
,854,1,RANDOM,
,854,2,RANDOM,
,855,2,CI,
,855,1,CI,
,855,0,CI,
,856,0,CI,
,856,1,CI,
,856,2,DC,
,857,1,CI,
,857,0,CI,
,857,2,DI,
,858,1,CI,
,858,0,CI,
,858,2,RANDOM,
,859,0,CI,
,859,1,DC,
,859,2,DC,
,860,2,DI,
,860,1,DC,
,860,0,CI,
,861,0,CI,
,861,2,RANDOM,
,861,1,DC,
,862,1,DI,
,862,2,DI,
,862,0,CI,
,863,1,DI,
,863,0,CI,
,863,2,RANDOM,
,864,1,RANDOM,
,864,2,RANDOM,
,864,0,CI,
,865,0,DC,
,865,2,DC,
,865,1,DC,
,866,1,DC,
,866,0,DC,
,866,2,DI,
,867,1,DC,
,867,2,RANDOM,
,867,0,DC,
,868,2,DI,
,868,1,DI,
,868,0,DC,
,869,0,DC,
,869,1,DI,
,869,2,RANDOM,
,870,0,DC,
,870,2,RANDOM,
,870,1,RANDOM,
,871,0,DI,
,871,1,DI,
,871,2,DI,
,872,2,RANDOM,
,872,1,DI,
,872,0,DI,
,873,2,RANDOM,
,873,1,RANDOM,
,873,0,DI,
,874,1,RANDOM,
,874,2,RANDOM,
,874,0,RANDOM,
,875,1,CC,
,875,0,CC,
,875,2,CC,
,876,0,CC,
,876,2,CI,
,876,1,CC,
,877,0,CC,
,877,2,DC,
,877,1,CC,
,878,1,CC,
,878,2,DI,
,878,0,CC,
,879,2,RANDOM,
,879,0,CC,
,879,1,CC,
,880,0,CC,
,880,2,CI,
,880,1,CI,
,881,2,DC,
,881,1,CI,
,881,0,CC,
,882,2,DI,
,882,0,CC,
,882,1,CI,
,883,0,CC,
,883,2,RANDOM,
,883,1,CI,
,884,2,DC,
,884,1,DC,
,884,0,CC,
,885,1,DC,
,885,0,CC,
,885,2,DI,
,886,2,RANDOM,
,886,0,CC,
,886,1,DC,
,887,1,DI,
,887,0,CC,
,887,2,DI,
,888,2,RANDOM,
,888,1,DI,
,888,0,CC,
,889,1,RANDOM,
,889,0,CC,
,889,2,RANDOM,
,890,2,CI,
,890,0,CI,
,890,1,CI,
,891,0,CI,
,891,1,CI,
,891,2,DC,
,892,2,DI,
,892,1,CI,
,892,0,CI,
,893,1,CI,
,893,0,CI,
,893,2,RANDOM,
,894,0,CI,
,894,2,DC,
,894,1,DC,
,895,2,DI,
,895,0,CI,
,895,1,DC,
,896,0,CI,
,896,1,DC,
,896,2,RANDOM,
,897,2,DI,
,897,1,DI,
,897,0,CI,
,898,2,RANDOM,
,898,1,DI,
,898,0,CI,
,899,2,RANDOM,
,899,1,RANDOM,
,899,0,CI,
,900,2,DC,
,900,1,DC,
,900,0,DC,
,901,2,DI,
,901,1,DC,
,901,0,DC,
,902,2,RANDOM,
,902,1,DC,
,902,0,DC,
,903,0,DC,
,903,1,DI,
,903,2,DI,
,904,0,DC,
,904,1,DI,
,904,2,RANDOM,
,905,1,RANDOM,
,905,2,RANDOM,
,905,0,DC,
,906,2,DI,
,906,1,DI,
,906,0,DI,
,907,0,DI,
,907,2,RANDOM,
,907,1,DI,
,908,2,RANDOM,
,908,0,DI,
,908,1,RANDOM,
,909,0,RANDOM,
,909,2,RANDOM,
,909,1,RANDOM,
,910,2,CC,
,910,1,CC,
,910,0,CC,
,911,1,CC,
,911,2,CI,
,911,0,CC,
,912,0,CC,
,912,1,CC,
,912,2,DC,
,913,2,DI,
,913,0,CC,
,913,1,CC,
,914,1,CC,
,914,0,CC,
,914,2,RANDOM,
,915,1,CI,
,915,2,CI,
,915,0,CC,
,916,2,DC,
,916,0,CC,
,916,1,CI,
,917,2,DI,
,917,1,CI,
,917,0,CC,
,918,1,CI,
,918,0,CC,
,918,2,RANDOM,
,919,2,DC,
,919,1,DC,
,919,0,CC,
,920,2,DI,
,920,1,DC,
,920,0,CC,
,921,0,CC,
,921,2,RANDOM,
,921,1,DC,
,922,2,DI,
,922,1,DI,
,922,0,CC,
,923,1,DI,
,923,0,CC,
,923,2,RANDOM,
,924,1,RANDOM,
,924,2,RANDOM,
,924,0,CC,
,925,1,CI,
,925,0,CI,
,925,2,CI,
,926,2,DC,
,926,0,CI,
,926,1,CI,
,927,1,CI,
,927,0,CI,
,927,2,DI,
,928,0,CI,
,928,1,CI,
,928,2,RANDOM,
,929,0,CI,
,929,2,DC,
,929,1,DC,
,930,2,DI,
,930,0,CI,
,930,1,DC,
,931,2,RANDOM,
,931,1,DC,
,931,0,CI,
,932,0,CI,
,932,2,DI,
,932,1,DI,
,933,0,CI,
,933,1,DI,
,933,2,RANDOM,
,934,1,RANDOM,
,934,0,CI,
,934,2,RANDOM,
,935,2,DC,
,935,0,DC,
,935,1,DC,
,936,0,DC,
,936,1,DC,
,936,2,DI,
,937,0,DC,
,937,1,DC,
,937,2,RANDOM,
,938,0,DC,
,938,1,DI,
,938,2,DI,
,939,2,RANDOM,
,939,0,DC,
,939,1,DI,
,940,1,RANDOM,
,940,2,RANDOM,
,940,0,DC,
,941,0,DI,
,941,2,DI,
,941,1,DI,
,942,1,DI,
,942,0,DI,
,942,2,RANDOM,
,943,1,RANDOM,
,943,0,DI,
,943,2,RANDOM,
,944,2,RANDOM,
,944,1,RANDOM,
,944,0,RANDOM,
,945,1,CC,
,945,0,CC,
,945,2,CC,
,946,2,CI,
,946,0,CC,
,946,1,CC,
,947,1,CC,
,947,2,DC,
,947,0,CC,
,948,0,CC,
,948,1,CC,
,948,2,DI,
,949,1,CC,
,949,0,CC,
,949,2,RANDOM,
,950,2,CI,
,950,1,CI,
,950,0,CC,
,951,1,CI,
,951,0,CC,
,951,2,DC,
,952,2,DI,
,952,1,CI,
,952,0,CC,
,953,2,RANDOM,
,953,1,CI,
,953,0,CC,
,954,0,CC,
,954,2,DC,
,954,1,DC,
,955,2,DI,
,955,0,CC,
,955,1,DC,
,956,0,CC,
,956,1,DC,
,956,2,RANDOM,
,957,2,DI,
,957,1,DI,
,957,0,CC,
,958,1,DI,
,958,0,CC,
,958,2,RANDOM,
,959,1,RANDOM,
,959,0,CC,
,959,2,RANDOM,
,960,0,CI,
,960,2,CI,
,960,1,CI,
,961,2,DC,
,961,0,CI,
,961,1,CI,
,962,1,CI,
,962,0,CI,
,962,2,DI,
,963,2,RANDOM,
,963,1,CI,
,963,0,CI,
,964,1,DC,
,964,0,CI,
,964,2,DC,
,965,0,CI,
,965,1,DC,
,965,2,DI,
,966,2,RANDOM,
,966,1,DC,
,966,0,CI,
,967,0,CI,
,967,2,DI,
,967,1,DI,
,968,2,RANDOM,
,968,0,CI,
,968,1,DI,
,969,0,CI,
,969,1,RANDOM,
,969,2,RANDOM,
,970,1,DC,
,970,0,DC,
