sessionId,currGameId,Id,Name,type
,210,0,CC,
,210,1,CC,
,211,1,CC,
,211,2,CI,
,211,0,CC,
,212,1,CC,
,212,0,CC,
,212,2,DC,
,213,0,CC,
,213,1,CC,
,213,2,DI,
,214,1,CC,
,214,2,RANDOM,
,214,0,CC,
,215,0,CC,
,215,1,CI,
,215,2,CI,
,216,1,CI,
,216,2,DC,
,216,0,CC,
,217,2,DI,
,217,1,CI,
,217,0,CC,
,218,1,CI,
,218,0,CC,
,218,2,RANDOM,
,219,0,CC,
,219,1,DC,
,219,2,DC,
,220,0,CC,
,220,1,DC,
,220,2,DI,
,221,0,CC,
,221,2,RANDOM,
,221,1,DC,
,222,0,CC,
,222,2,DI,
,222,1,DI,
,223,0,CC,
,223,1,DI,
,223,2,RANDOM,
,224,1,RANDOM,
,224,0,CC,
,224,2,RANDOM,
,225,2,CI,
,225,0,CI,
,225,1,CI,
,226,1,CI,
,226,2,DC,
,226,0,CI,
,227,0,CI,
,227,1,CI,
,227,2,DI,
,228,1,CI,
,228,0,CI,
,228,2,RANDOM,
,229,0,CI,
,229,2,DC,
,229,1,DC,
,230,0,CI,
,230,2,DI,
,230,1,DC,
,231,2,RANDOM,
,231,0,CI,
,231,1,DC,
,232,2,DI,
,232,1,DI,
,232,0,CI,
,233,0,CI,
,233,1,DI,
,233,2,RANDOM,
,234,2,RANDOM,
,234,0,CI,
,234,1,RANDOM,
,235,0,DC,
,235,2,DC,
,235,1,DC,
,236,0,DC,
,236,2,DI,
,236,1,DC,
,237,0,DC,
,237,1,DC,
,237,2,RANDOM,
,238,0,DC,
,238,1,DI,
,238,2,DI,
,239,2,RANDOM,
,239,0,DC,
,239,1,DI,
,240,1,RANDOM,
,240,2,RANDOM,
,240,0,DC,
,241,2,DI,
,241,1,DI,
,241,0,DI,
,242,2,RANDOM,
,242,1,DI,
,242,0,DI,
,243,0,DI,
,243,2,RANDOM,
,243,1,RANDOM,
,244,1,RANDOM,
,244,0,RANDOM,
,244,2,RANDOM,
,245,1,CC,
,245,0,CC,
,245,2,CC,
,246,1,CC,
,246,2,CI,
,246,0,CC,
,247,2,DC,
,247,0,CC,
,247,1,CC,
,248,0,CC,
,248,2,DI,
,248,1,CC,
,249,1,CC,
,249,2,RANDOM,
,249,0,CC,
,250,1,CI,
,250,2,CI,
,250,0,CC,
,251,0,CC,
,251,2,DC,
,251,1,CI,
,252,1,CI,
,252,2,DI,
,252,0,CC,
,253,1,CI,
,253,0,CC,
,253,2,RANDOM,
,254,1,DC,
,254,0,CC,
,254,2,DC,
,255,0,CC,
,255,2,DI,
,255,1,DC,
,256,1,DC,
,256,0,CC,
,256,2,RANDOM,
,257,1,DI,
,257,2,DI,
,257,0,CC,
,258,2,RANDOM,
,258,1,DI,
,258,0,CC,
,259,1,RANDOM,
,259,2,RANDOM,
,259,0,CC,
,260,1,CI,
,260,0,CI,
,260,2,CI,
,261,2,DC,
,261,0,CI,
,261,1,CI,
,262,2,DI,
,262,0,CI,
,262,1,CI,
,263,1,CI,
,263,0,CI,
,263,2,RANDOM,
,264,2,DC,
,264,1,DC,
,264,0,CI,
,265,0,CI,
,265,2,DI,
,265,1,DC,
,266,2,RANDOM,
,266,0,CI,
,266,1,DC,
,267,0,CI,
,267,2,DI,
,267,1,DI,
,268,0,CI,
,268,1,DI,
,268,2,RANDOM,
,269,2,RANDOM,
,269,0,CI,
,269,1,RANDOM,
,270,1,DC,
,270,0,DC,
,270,2,DC,
,271,0,DC,
,271,2,DI,
,271,1,DC,
,272,0,DC,
,272,2,RANDOM,
,272,1,DC,
,273,0,DC,
,273,1,DI,
,273,2,DI,
,274,1,DI,
,274,0,DC,
,274,2,RANDOM,
,275,0,DC,
,275,1,RANDOM,
,275,2,RANDOM,
,276,1,DI,
,276,2,DI,
,276,0,DI,
,277,1,DI,
,277,0,DI,
,277,2,RANDOM,
,278,0,DI,
,278,2,RANDOM,
,278,1,RANDOM,
,279,0,RANDOM,
,279,2,RANDOM,
,279,1,RANDOM,
,280,1,CC,
,280,0,CC,
,280,2,CC,
,281,2,CI,
,281,0,CC,
,281,1,CC,
,282,0,CC,
,282,2,DC,
,282,1,CC,
,283,0,CC,
,283,1,CC,
,283,2,DI,
,284,2,RANDOM,
,284,0,CC,
,284,1,CC,
,285,0,CC,
,285,1,CI,
,285,2,CI,
,286,0,CC,
,286,2,DC,
,286,1,CI,
,287,2,DI,
,287,1,CI,
,287,0,CC,
,288,1,CI,
,288,2,RANDOM,
,288,0,CC,
,289,0,CC,
,289,2,DC,
,289,1,DC,
,290,0,CC,
,290,2,DI,
,290,1,DC,
,291,1,DC,
,291,0,CC,
,291,2,RANDOM,
,292,1,DI,
,292,0,CC,
,292,2,DI,
,293,2,RANDOM,
,293,1,DI,
,293,0,CC,
,294,1,RANDOM,
,294,0,CC,
,294,2,RANDOM,
,295,1,CI,
,295,2,CI,
,295,0,CI,
,296,1,CI,
,296,0,CI,
,296,2,DC,
,297,2,DI,
,297,1,CI,
,297,0,CI,
,298,1,CI,
,298,2,RANDOM,
,298,0,CI,
,299,0,CI,
,299,1,DC,
,299,2,DC,
,300,1,DC,
,300,0,CI,
,300,2,DI,
,301,2,RANDOM,
,301,0,CI,
,301,1,DC,
,302,1,DI,
,302,0,CI,
,302,2,DI,
,303,0,CI,
,303,2,RANDOM,
,303,1,DI,
,304,0,CI,
,304,1,RANDOM,
,304,2,RANDOM,
,305,1,DC,
,305,2,DC,
,305,0,DC,
,306,0,DC,
,306,2,DI,
,306,1,DC,
,307,1,DC,
,307,2,RANDOM,
,307,0,DC,
,308,0,DC,
,308,2,DI,
,308,1,DI,
,309,0,DC,
,309,1,DI,
,309,2,RANDOM,
,310,0,DC,
,310,1,RANDOM,
,310,2,RANDOM,
,311,1,DI,
,311,2,DI,
,311,0,DI,
,312,1,DI,
,312,2,RANDOM,
,312,0,DI,
,313,2,RANDOM,
,313,0,DI,
,313,1,RANDOM,
,314,0,RANDOM,
,314,2,RANDOM,
,314,1,RANDOM,
,315,0,CC,
,315,1,CC,
,315,2,CC,
,316,2,CI,
,316,1,CC,
,316,0,CC,
,317,0,CC,
,317,1,CC,
,317,2,DC,
,318,0,CC,
,318,2,DI,
,318,1,CC,
,319,0,CC,
,319,2,RANDOM,
,319,1,CC,
,320,2,CI,
,320,1,CI,
,320,0,CC,
,321,2,DC,
,321,1,CI,
,321,0,CC,
,322,1,CI,
,322,0,CC,
,322,2,DI,
,323,0,CC,
,323,2,RANDOM,
,323,1,CI,
,324,1,DC,
,324,2,DC,
,324,0,CC,
,325,0,CC,
,325,1,DC,
,325,2,DI,
,326,0,CC,
,326,1,DC,
,326,2,RANDOM,
,327,1,DI,
,327,0,CC,
,327,2,DI,
,328,2,RANDOM,
,328,0,CC,
,328,1,DI,
,329,1,RANDOM,
,329,0,CC,
,329,2,RANDOM,
,330,1,CI,
,330,0,CI,
,330,2,CI,
,331,1,CI,
,331,0,CI,
,331,2,DC,
,332,1,CI,
,332,0,CI,
,332,2,DI,
,333,1,CI,
,333,0,CI,
,333,2,RANDOM,
,334,2,DC,
,334,1,DC,
,334,0,CI,
,335,2,DI,
,335,1,DC,
,335,0,CI,
,336,0,CI,
,336,1,DC,
,336,2,RANDOM,
,337,2,DI,
,337,0,CI,
,337,1,DI,
,338,2,RANDOM,
,338,0,CI,
,338,1,DI,
,339,2,RANDOM,
,339,0,CI,
,339,1,RANDOM,
,340,1,DC,
,340,2,DC,
,340,0,DC,
,341,1,DC,
,341,0,DC,
,341,2,DI,
,342,2,RANDOM,
,342,0,DC,
,342,1,DC,
,343,2,DI,
,343,0,DC,
,343,1,DI,
,344,1,DI,
,344,0,DC,
,344,2,RANDOM,
,345,1,RANDOM,
,345,0,DC,
,345,2,RANDOM,
,346,0,DI,
,346,1,DI,
,346,2,DI,
,347,2,RANDOM,
,347,0,DI,
,347,1,DI,
,348,2,RANDOM,
,348,1,RANDOM,
,348,0,DI,
,349,2,RANDOM,
,349,1,RANDOM,
,349,0,RANDOM,
,350,0,CC,
,350,1,CC,
,350,2,CC,
,351,0,CC,
,351,1,CC,
,351,2,CI,
,352,0,CC,
,352,2,DC,
,352,1,CC,
,353,0,CC,
,353,1,CC,
,353,2,DI,
,354,1,CC,
,354,2,RANDOM,
,354,0,CC,
,355,2,CI,
,355,1,CI,
,355,0,CC,
,356,0,CC,
,356,1,CI,
,356,2,DC,
,357,1,CI,
,357,0,CC,
,357,2,DI,
,358,0,CC,
,358,2,RANDOM,
,358,1,CI,
,359,0,CC,
,359,2,DC,
,359,1,DC,
,360,1,DC,
,360,0,CC,
,360,2,DI,
,361,1,DC,
,361,2,RANDOM,
,361,0,CC,
,362,1,DI,
,362,0,CC,
,362,2,DI,
,363,1,DI,
,363,2,RANDOM,
,363,0,CC,
,364,2,RANDOM,
,364,1,RANDOM,
,364,0,CC,
,365,2,CI,
,365,1,CI,
,365,0,CI,
,366,2,DC,
,366,1,CI,
,366,0,CI,
,367,0,CI,
,367,1,CI,
,367,2,DI,
,368,0,CI,
,368,1,CI,
,368,2,RANDOM,
,369,0,CI,
,369,2,DC,
,369,1,DC,
,370,1,DC,
,370,0,CI,
,370,2,DI,
,371,0,CI,
,371,1,DC,
,371,2,RANDOM,
,372,0,CI,
,372,2,DI,
,372,1,DI,
,373,1,DI,
,373,0,CI,
,373,2,RANDOM,
,374,2,RANDOM,
,374,1,RANDOM,
,374,0,CI,
,375,0,DC,
,375,2,DC,
,375,1,DC,
,376,1,DC,
,376,2,DI,
,376,0,DC,
,377,0,DC,
,377,2,RANDOM,
,377,1,DC,
,378,2,DI,
,378,1,DI,
,378,0,DC,
,379,0,DC,
,379,1,DI,
,379,2,RANDOM,
,380,2,RANDOM,
,380,1,RANDOM,
,380,0,DC,
,381,2,DI,
,381,0,DI,
,381,1,DI,
,382,1,DI,
,382,0,DI,
,382,2,RANDOM,
,383,1,RANDOM,
,383,2,RANDOM,
,383,0,DI,
,384,2,RANDOM,
,384,0,RANDOM,
,384,1,RANDOM,
,385,2,CC,
,385,1,CC,
,385,0,CC,
,386,0,CC,
,386,1,CC,
,386,2,CI,
,387,2,DC,
,387,0,CC,
,387,1,CC,
,388,0,CC,
,388,2,DI,
,388,1,CC,
,389,1,CC,
,389,0,CC,
,389,2,RANDOM,
,390,1,CI,
,390,2,CI,
,390,0,CC,
,391,2,DC,
,391,0,CC,
,391,1,CI,
,392,1,CI,
,392,0,CC,
,392,2,DI,
,393,2,RANDOM,
,393,1,CI,
,393,0,CC,
,394,0,CC,
,394,2,DC,
,394,1,DC,
,395,2,DI,
,395,0,CC,
,395,1,DC,
,396,0,CC,
,396,2,RANDOM,
,396,1,DC,
,397,1,DI,
,397,2,DI,
,397,0,CC,
,398,1,DI,
,398,2,RANDOM,
,398,0,CC,
,399,0,CC,
,399,1,RANDOM,
,399,2,RANDOM,
,400,1,CI,
,400,0,CI,
,400,2,CI,
,401,0,CI,
,401,2,DC,
,401,1,CI,
,402,2,DI,
,402,0,CI,
,402,1,CI,
,403,0,CI,
,403,2,RANDOM,
,403,1,CI,
,404,1,DC,
,404,2,DC,
,404,0,CI,
,405,1,DC,
,405,0,CI,
,405,2,DI,
,406,1,DC,
,406,2,RANDOM,
,406,0,CI,
,407,1,DI,
,407,0,CI,
,407,2,DI,
,408,2,RANDOM,
,408,1,DI,
,408,0,CI,
,409,2,RANDOM,
,409,0,CI,
,409,1,RANDOM,
,410,2,DC,
,410,0,DC,
,410,1,DC,
,411,0,DC,
,411,2,DI,
,411,1,DC,
,412,1,DC,
,412,0,DC,
,412,2,RANDOM,
,413,0,DC,
,413,2,DI,
,413,1,DI,
,414,0,DC,
,414,2,RANDOM,
,414,1,DI,
,415,0,DC,
,415,1,RANDOM,
,415,2,RANDOM,
,416,2,DI,
,416,1,DI,
,416,0,DI,
,417,0,DI,
,417,1,DI,
,417,2,RANDOM,
,418,2,RANDOM,
,418,1,RANDOM,
,418,0,DI,
,419,2,RANDOM,
,419,0,RANDOM,
,419,1,RANDOM,
,420,2,CC,
,420,0,CC,
,420,1,CC,
,421,2,CI,
,421,1,CC,
,421,0,CC,
,422,0,CC,
,422,2,DC,
,422,1,CC,
,423,1,CC,
,423,0,CC,
,423,2,DI,
,424,1,CC,
,424,2,RANDOM,
,424,0,CC,
,425,0,CC,
,425,2,CI,
,425,1,CI,
,426,1,CI,
,426,2,DC,
,426,0,CC,
,427,0,CC,
,427,2,DI,
,427,1,CI,
,428,0,CC,
,428,1,CI,
,428,2,RANDOM,
,429,0,CC,
,429,2,DC,
,429,1,DC,
,430,1,DC,
,430,0,CC,
,430,2,DI,
,431,0,CC,
,431,2,RANDOM,
,431,1,DC,
,432,1,DI,
,432,0,CC,
,432,2,DI,
,433,1,DI,
,433,2,RANDOM,
,433,0,CC,
,434,1,RANDOM,
,434,0,CC,
,434,2,RANDOM,
,435,2,CI,
,435,0,CI,
,435,1,CI,
,436,1,CI,
,436,2,DC,
,436,0,CI,
,437,2,DI,
,437,1,CI,
,437,0,CI,
,438,1,CI,
,438,0,CI,
,438,2,RANDOM,
,439,0,CI,
,439,1,DC,
,439,2,DC,
,440,1,DC,
,440,0,CI,
,440,2,DI,
,441,1,DC,
,441,0,CI,
,441,2,RANDOM,
,442,0,CI,
,442,1,DI,
,442,2,DI,
,443,0,CI,
,443,2,RANDOM,
,443,1,DI,
,444,0,CI,
,444,2,RANDOM,
,444,1,RANDOM,
,445,0,DC,
,445,2,DC,
,445,1,DC,
,446,1,DC,
,446,0,DC,
,446,2,DI,
,447,0,DC,
,447,2,RANDOM,
,447,1,DC,
,448,1,DI,
,448,2,DI,
,448,0,DC,
,449,2,RANDOM,
,449,1,DI,
,449,0,DC,
,450,0,DC,
,450,2,RANDOM,
,450,1,RANDOM,
,451,1,DI,
,451,0,DI,
,451,2,DI,
,452,0,DI,
,452,2,RANDOM,
,452,1,DI,
,453,1,RANDOM,
,453,2,RANDOM,
,453,0,DI,
,454,1,RANDOM,
,454,2,RANDOM,
,454,0,RANDOM,
,455,1,CC,
,455,2,CC,
,455,0,CC,
,456,1,CC,
,456,0,CC,
,456,2,CI,
,457,0,CC,
,457,2,DC,
,457,1,CC,
,458,1,CC,
,458,0,CC,
,458,2,DI,
,459,1,CC,
,459,2,RANDOM,
,459,0,CC,
,460,0,CC,
,460,1,CI,
,460,2,CI,
,461,2,DC,
,461,1,CI,
,461,0,CC,
,462,1,CI,
,462,0,CC,
,462,2,DI,
,463,0,CC,
,463,1,CI,
,463,2,RANDOM,
,464,0,CC,
,464,2,DC,
,464,1,DC,
,465,2,DI,
,465,1,DC,
,465,0,CC,
,466,1,DC,
,466,0,CC,
,466,2,RANDOM,
,467,1,DI,
,467,0,CC,
,467,2,DI,
,468,1,DI,
,468,2,RANDOM,
,468,0,CC,
,469,2,RANDOM,
,469,1,RANDOM,
,469,0,CC,
,470,0,CI,
,470,1,CI,
,470,2,CI,
,471,1,CI,
,471,0,CI,
,471,2,DC,
,472,2,DI,
,472,1,CI,
,472,0,CI,
,473,0,CI,
,473,1,CI,
,473,2,RANDOM,
,474,0,CI,
,474,1,DC,
,474,2,DC,
,475,1,DC,
,475,0,CI,
,475,2,DI,
,476,0,CI,
,476,1,DC,
,476,2,RANDOM,
,477,1,DI,
,477,2,DI,
,477,0,CI,
,478,0,CI,
,478,1,DI,
,478,2,RANDOM,
,479,1,RANDOM,
,479,2,RANDOM,
,479,0,CI,
,480,0,DC,
,480,1,DC,
,480,2,DC,
,481,1,DC,
,481,0,DC,
,481,2,DI,
,482,1,DC,
,482,2,RANDOM,
,482,0,DC,
,483,1,DI,
,483,0,DC,
,483,2,DI,
,484,1,DI,
,484,0,DC,
,484,2,RANDOM,
,485,2,RANDOM,
