sessionId,gameId,roundId,playerId,condition,gameState,envState,playerEconState,playerName,playerType,playerInvestEcon,playerInvestEnv,playerInvHistEcon,playerInvHistEnv,strongestEmotionType,strongestEmotionIntensity,activeEmotions_Hate,activeEmotions_Reproach,activeEmotions_Shame,activeEmotions_Anger,activeEmotions_Remorse,activeEmotions_Distress,activeEmotions_Fear,activeEmotions_Disappointment,activeEmotions_FearConfirmed,activeEmotions_Pity,activeEmotions_Resentment,activeEmotions_Love,activeEmotions_Admiration,activeEmotions_Pride,activeEmotions_Gratitude,activeEmotions_Gratification,activeEmotions_Joy,activeEmotions_Hope,activeEmotions_Relief,activeEmotions_Satisfaction,activeEmotions_Gloating,activeEmotions_HappyFor,mood
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,2,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.4,0.25,RANDOM,AI-RANDOM,4,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,2,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.4,0,RANDOM,AI-RANDOM,0,5,3,12,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,3,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.49,1.490116E-08,MCTS,AI-MCTS,2,3,8,12,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,3,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.49,0.23,RANDOM,AI-RANDOM,2,3,12,8,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,3,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.49,0,RANDOM,AI-RANDOM,0,5,3,17,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,4,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.38,1.490116E-08,MCTS,AI-MCTS,2,3,10,15,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,4,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.38,0,RANDOM,AI-RANDOM,2,3,5,20,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,4,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.38,0.31,RANDOM,AI-RANDOM,5,0,17,8,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,5,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.42,0.07000001,MCTS,AI-MCTS,4,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,5,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.42,0,RANDOM,AI-RANDOM,0,5,5,25,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,6,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.32,0.18,RANDOM,AI-RANDOM,1,4,18,17,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,6,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.32,0.15,MCTS,AI-MCTS,5,0,14,21,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,5,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.42,0.2,RANDOM,AI-RANDOM,0,5,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,6,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.32,0.01000001,RANDOM,AI-RANDOM,4,1,9,26,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,7,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.38,0.18,MCTS,AI-MCTS,4,1,16,24,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,7,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.38,0,RANDOM,AI-RANDOM,1,4,10,30,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,7,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.38,0.22,RANDOM,AI-RANDOM,2,3,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,8,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1799999,0.009999998,RANDOM,AI-RANDOM,4,1,14,31,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,8,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1799999,0.31,MCTS,AI-MCTS,5,0,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,8,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1799999,0.18,RANDOM,AI-RANDOM,3,2,23,22,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,9,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.02999991,0.35,MCTS,AI-MCTS,4,1,20,30,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,9,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.02999991,0.18,RANDOM,AI-RANDOM,5,0,28,22,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,10,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1299999,0.19,MCTS,AI-MCTS,1,4,22,33,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,10,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1299999,0,RANDOM,AI-RANDOM,1,4,16,39,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,9,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.02999991,0,RANDOM,AI-RANDOM,1,4,15,35,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,10,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1299999,0.13,RANDOM,AI-RANDOM,2,3,30,25,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,11,0,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1999999,0.08000001,MCTS,AI-MCTS,1,4,24,36,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,11,2,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1999999,0,RANDOM,AI-RANDOM,0,5,16,44,,,,,,,,,,,,,,,,,,,,,,,,,
