sessionId,gameId,roundId,playerId,condition,gameState,envState,playerEconState,playerType,playerInvestEcon,playerInvestEnv,playerInvHistEcon,playerInvHistEnv,strongestEmotionType,strongestEmotionIntensity,activeEmotions_Hate,activeEmotions_Reproach,activeEmotions_Shame,activeEmotions_Anger,activeEmotions_Remorse,activeEmotions_Distress,activeEmotions_Fear,activeEmotions_Disappointment,activeEmotions_FearConfirmed,activeEmotions_Pity,activeEmotions_Resentment,activeEmotions_Love,activeEmotions_Admiration,activeEmotions_Pride,activeEmotions_Gratitude,activeEmotions_Gratification,activeEmotions_Joy,activeEmotions_Hope,activeEmotions_Relief,activeEmotions_Satisfaction,activeEmotions_Gloating,activeEmotions_HappyFor,mood
"151153NAR['CC', 'CC', 'CI']",1,12,1,"['CC', 'CC', 'CI']",NOT_FINISHED,0.08000001,0.02,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,1,4,23,42,Reproach,2.96,0.00,2.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,-5.48
"151153NAR['CC', 'CC', 'CI']",1,12,0,"['CC', 'CC', 'CI']",NOT_FINISHED,0.08000001,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,1,4,29,36,Reproach,2.96,0.00,2.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,-5.48
"151153NAR['CC', 'CC', 'CI']",1,13,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.07000001,0.9,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,60,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,12,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.08000001,0.9,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,55,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,13,1,"['CC', 'CC', 'CI']",NOT_FINISHED,0.07000001,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,1,4,24,46,Reproach,3.13,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,-6.17
"151153NAR['CC', 'CC', 'CI']",1,13,0,"['CC', 'CC', 'CI']",NOT_FINISHED,0.07000001,0.009999998,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,2,3,31,39,Reproach,3.13,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,-6.17
"151153NAR['CC', 'CC', 'CI']",1,14,1,"['CC', 'CC', 'CI']",NOT_FINISHED,0.02000003,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,5,24,51,Reproach,3.32,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,-6.95
"151153NAR['CC', 'CC', 'CI']",1,14,0,"['CC', 'CC', 'CI']",NOT_FINISHED,0.02000003,0.08,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,4,1,35,40,Reproach,3.32,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,-6.95
"151153NAR['CC', 'CC', 'CI']",1,14,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.02000003,0.91,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,65,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,15,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.04000002,0.91,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,70,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,15,0,"['CC', 'CC', 'CI']",NOT_FINISHED,0.04000002,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,5,35,45,Reproach,3.54,0.00,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.82
"151153NAR['CC', 'CC', 'CI']",1,15,1,"['CC', 'CC', 'CI']",NOT_FINISHED,0.04000002,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,2,3,26,54,Reproach,3.54,0.00,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.82
"151153NAR['CC', 'CC', 'CI']",1,16,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.01000005,0.88,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,75,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,16,0,"['CC', 'CC', 'CI']",NOT_FINISHED,0.01000005,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,2,3,37,48,Reproach,3.76,0.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.71
"151153NAR['CC', 'CC', 'CI']",1,16,1,"['CC', 'CC', 'CI']",NOT_FINISHED,0.01000005,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,1,4,27,58,Reproach,3.76,0.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.71
"151153NAR['CC', 'CC', 'CI']",1,17,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.01000005,0.89,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,80,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,18,2,"['CC', 'CC', 'CI']",NOT_FINISHED,0.2600001,0.84,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,85,10,Admiration,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.07,2.80,0.00,0.00,0.00,0.00,9.66
"151153NAR['CC', 'CC', 'CI']",1,18,1,"['CC', 'CC', 'CI']",NOT_FINISHED,0.2600001,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,5,27,68,Reproach,4.23,0.00,4.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.66
