sessionId,currGameId,condition,outcome,env_state,playerId,pos,type,econ_state,econ_history_perc,env_history_perc,num_played_rounds
"052106CZK['CC', 'CC', 'CI']",282,"['CC', 'CC', 'DC']",VICTORY,0.7,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,35,470,101
"052106CZK['CC', 'CC', 'CI']",283,"['CC', 'CC', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.93,72,13,17
"052106CZK['CC', 'CC', 'CI']",283,"['CC', 'CC', 'DI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.93,76,9,17
"052106CZK['CC', 'CC', 'CI']",283,"['CC', 'CC', 'DI']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.01,7,78,17
"052106CZK['CC', 'CC', 'CI']",284,"['CC', 'CC', 'RANDOM']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.61,26,4,6
"052106CZK['CC', 'CC', 'CI']",284,"['CC', 'CC', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.66,25,5,6
"052106CZK['CC', 'CC', 'CI']",284,"['CC', 'CC', 'RANDOM']",LOSS,0,2,2,AI-RANDOM,0.22,13,17,6
"052106CZK['CC', 'CC', 'CI']",285,"['CC', 'CI', 'CI']",VICTORY,0.76,2,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,29,476,101
"052106CZK['CC', 'CC', 'CI']",285,"['CC', 'CI', 'CI']",VICTORY,0.76,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,24,481,101
"052106CZK['CC', 'CC', 'CI']",285,"['CC', 'CI', 'CI']",VICTORY,0.76,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.93,472,33,101
"052106CZK['CC', 'CC', 'CI']",286,"['CC', 'CI', 'DC']",LOSS,0,2,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.8200001,38,7,9
"052106CZK['CC', 'CC', 'CI']",286,"['CC', 'CI', 'DC']",LOSS,0,0,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.6999999,38,7,9
"052106CZK['CC', 'CC', 'CI']",286,"['CC', 'CI', 'DC']",LOSS,0,1,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,6,39,9
"052106CZK['CC', 'CC', 'CI']",287,"['CC', 'CI', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.83,54,6,12
"052106CZK['CC', 'CC', 'CI']",287,"['CC', 'CI', 'DI']",LOSS,0,2,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.97,50,10,12
"052106CZK['CC', 'CC', 'CI']",287,"['CC', 'CI', 'DI']",LOSS,0,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,10,50,12
"052106CZK['CC', 'CC', 'CI']",288,"['CC', 'CI', 'RANDOM']",VICTORY,0.8,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,26,479,101
"052106CZK['CC', 'CC', 'CI']",288,"['CC', 'CI', 'RANDOM']",VICTORY,0.8,1,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.97,481,24,101
"052106CZK['CC', 'CC', 'CI']",288,"['CC', 'CI', 'RANDOM']",VICTORY,0.8,2,1,AI-RANDOM,0.7399999,237,268,101
"052106CZK['CC', 'CC', 'CI']",289,"['CC', 'DC', 'DC']",VICTORY,0.83,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,23,482,101
"052106CZK['CC', 'CC', 'CI']",289,"['CC', 'DC', 'DC']",VICTORY,0.83,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.06,29,476,101
"052106CZK['CC', 'CC', 'CI']",289,"['CC', 'DC', 'DC']",VICTORY,0.83,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,33,472,101
"052106CZK['CC', 'CC', 'CI']",290,"['CC', 'DC', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.89,91,14,21
"052106CZK['CC', 'CC', 'CI']",290,"['CC', 'DC', 'DI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.93,91,14,21
"052106CZK['CC', 'CC', 'CI']",290,"['CC', 'DC', 'DI']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,5,100,21
"052106CZK['CC', 'CC', 'CI']",291,"['CC', 'DC', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.71,41,9,10
"052106CZK['CC', 'CC', 'CI']",291,"['CC', 'DC', 'RANDOM']",LOSS,0,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.57,33,17,10
"052106CZK['CC', 'CC', 'CI']",291,"['CC', 'DC', 'RANDOM']",LOSS,0,2,2,AI-RANDOM,0.19,22,28,10
"052106CZK['CC', 'CC', 'CI']",292,"['CC', 'DI', 'DI']",LOSS,0,2,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.9,53,7,12
"052106CZK['CC', 'CC', 'CI']",292,"['CC', 'DI', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.78,53,7,12
"052106CZK['CC', 'CC', 'CI']",292,"['CC', 'DI', 'DI']",LOSS,0,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,8,52,12
"052106CZK['CC', 'CC', 'CI']",293,"['CC', 'DI', 'RANDOM']",VICTORY,0.76,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,25,480,101
"052106CZK['CC', 'CC', 'CI']",293,"['CC', 'DI', 'RANDOM']",VICTORY,0.76,2,1,AI-RANDOM,0.6399999,230,275,101
"052106CZK['CC', 'CC', 'CI']",293,"['CC', 'DI', 'RANDOM']",VICTORY,0.76,1,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.93,480,25,101
"052106CZK['CC', 'CC', 'CI']",294,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.91,39,6,9
"052106CZK['CC', 'CC', 'CI']",294,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,2,1,AI-RANDOM,0.51,27,18,9
"052106CZK['CC', 'CC', 'CI']",294,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,1,2,AI-RANDOM,0.25,24,21,9
"052106CZK['CC', 'CC', 'CI']",295,"['CI', 'CI', 'CI']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.6,26,4,6
"052106CZK['CC', 'CC', 'CI']",295,"['CI', 'CI', 'CI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.64,24,6,6
"052106CZK['CC', 'CC', 'CI']",295,"['CI', 'CI', 'CI']",LOSS,0,2,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.51,24,6,6
"052106CZK['CC', 'CC', 'CI']",296,"['CI', 'CI', 'DC']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.97,55,5,12
"052106CZK['CC', 'CC', 'CI']",296,"['CI', 'CI', 'DC']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.9,57,3,12
"052106CZK['CC', 'CC', 'CI']",296,"['CI', 'CI', 'DC']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,4,56,12
"052106CZK['CC', 'CC', 'CI']",297,"['CI', 'CI', 'DI']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.3,16,4,4
"052106CZK['CC', 'CC', 'CI']",297,"['CI', 'CI', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.3,16,4,4
"052106CZK['CC', 'CC', 'CI']",297,"['CI', 'CI', 'DI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.53,18,2,4
"052106CZK['CC', 'CC', 'CI']",298,"['CI', 'CI', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.35,15,0,3
"052106CZK['CC', 'CC', 'CI']",298,"['CI', 'CI', 'RANDOM']",LOSS,0,2,1,AI-RANDOM,0.35,13,2,3
"052106CZK['CC', 'CC', 'CI']",298,"['CI', 'CI', 'RANDOM']",LOSS,0,1,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.22,11,4,3
"052106CZK['CC', 'CC', 'CI']",299,"['CI', 'DC', 'DC']",LOSS,8.940697E-08,1,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.9,49,11,12
"052106CZK['CC', 'CC', 'CI']",299,"['CI', 'DC', 'DC']",LOSS,8.940697E-08,2,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.81,45,15,12
"052106CZK['CC', 'CC', 'CI']",299,"['CI', 'DC', 'DC']",LOSS,8.940697E-08,0,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,8,52,12
"052106CZK['CC', 'CC', 'CI']",300,"['CI', 'DC', 'DI']",VICTORY,0.72,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,36,469,101
"052106CZK['CC', 'CC', 'CI']",300,"['CI', 'DC', 'DI']",VICTORY,0.72,0,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,31,474,101
"052106CZK['CC', 'CC', 'CI']",300,"['CI', 'DC', 'DI']",VICTORY,0.72,1,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.89,469,36,101
"052106CZK['CC', 'CC', 'CI']",301,"['CI', 'DC', 'RANDOM']",VICTORY,0.7,1,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,16,489,101
"052106CZK['CC', 'CC', 'CI']",301,"['CI', 'DC', 'RANDOM']",VICTORY,0.7,2,1,AI-RANDOM,0.8699999,228,277,101
"052106CZK['CC', 'CC', 'CI']",301,"['CI', 'DC', 'RANDOM']",VICTORY,0.7,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.92,475,30,101
"052106CZK['CC', 'CC', 'CI']",302,"['CI', 'DI', 'DI']",VICTORY,0.79,1,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,23,482,101
"052106CZK['CC', 'CC', 'CI']",302,"['CI', 'DI', 'DI']",VICTORY,0.79,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,34,471,101
"052106CZK['CC', 'CC', 'CI']",302,"['CI', 'DI', 'DI']",VICTORY,0.79,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,30,475,101
"052106CZK['CC', 'CC', 'CI']",303,"['CI', 'DI', 'RANDOM']",LOSS,8.940697E-08,0,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.61,31,9,8
"052106CZK['CC', 'CC', 'CI']",303,"['CI', 'DI', 'RANDOM']",LOSS,8.940697E-08,2,2,AI-RANDOM,0.4399999,26,14,8
"052106CZK['CC', 'CC', 'CI']",303,"['CI', 'DI', 'RANDOM']",LOSS,8.940697E-08,1,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.65,26,14,8
"052106CZK['CC', 'CC', 'CI']",304,"['CI', 'RANDOM', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.9399999,36,4,8
"052106CZK['CC', 'CC', 'CI']",304,"['CI', 'RANDOM', 'RANDOM']",LOSS,0,2,1,AI-RANDOM,0.6300001,30,10,8
"052106CZK['CC', 'CC', 'CI']",304,"['CI', 'RANDOM', 'RANDOM']",LOSS,0,1,2,AI-RANDOM,0.31,20,20,8
"052106CZK['CC', 'CC', 'CI']",305,"['DC', 'DC', 'DC']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.42,17,8,5
"052106CZK['CC', 'CC', 'CI']",305,"['DC', 'DC', 'DC']",LOSS,0,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.47,22,3,5
"052106CZK['CC', 'CC', 'CI']",305,"['DC', 'DC', 'DC']",LOSS,0,0,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.48,20,5,5
"052106CZK['CC', 'CC', 'CI']",306,"['DC', 'DC', 'DI']",LOSS,1.490116E-08,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.79,46,4,10
"052106CZK['CC', 'CC', 'CI']",306,"['DC', 'DC', 'DI']",LOSS,1.490116E-08,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,4,46,10
"052106CZK['CC', 'CC', 'CI']",306,"['DC', 'DC', 'DI']",LOSS,1.490116E-08,0,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.91,41,9,10
"052106CZK['CC', 'CC', 'CI']",307,"['DC', 'DC', 'RANDOM']",LOSS,0,2,2,AI-RANDOM,0.18,20,15,7
"052106CZK['CC', 'CC', 'CI']",307,"['DC', 'DC', 'RANDOM']",LOSS,0,0,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.87,28,7,7
"052106CZK['CC', 'CC', 'CI']",307,"['DC', 'DC', 'RANDOM']",LOSS,0,1,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.91,30,5,7
"052106CZK['CC', 'CC', 'CI']",308,"['DC', 'DI', 'DI']",LOSS,0,2,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.89,77,8,17
"052106CZK['CC', 'CC', 'CI']",308,"['DC', 'DI', 'DI']",LOSS,0,0,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,11,74,17
"052106CZK['CC', 'CC', 'CI']",308,"['DC', 'DI', 'DI']",LOSS,0,1,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.9,77,8,17
"052106CZK['CC', 'CC', 'CI']",309,"['DC', 'DI', 'RANDOM']",VICTORY,0.77,0,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,35,470,101
"052106CZK['CC', 'CC', 'CI']",309,"['DC', 'DI', 'RANDOM']",VICTORY,0.77,2,1,AI-RANDOM,0.7299998,237,268,101
"052106CZK['CC', 'CC', 'CI']",309,"['DC', 'DI', 'RANDOM']",VICTORY,0.77,1,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.92,477,28,101
"052106CZK['CC', 'CC', 'CI']",310,"['DC', 'RANDOM', 'RANDOM']",VICTORY,0.77,1,0,AI-RANDOM,0.84,235,270,101
"052106CZK['CC', 'CC', 'CI']",310,"['DC', 'RANDOM', 'RANDOM']",VICTORY,0.77,2,1,AI-RANDOM,0.77,251,254,101
"052106CZK['CC', 'CC', 'CI']",310,"['DC', 'RANDOM', 'RANDOM']",VICTORY,0.77,0,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,23,482,101
"052106CZK['CC', 'CC', 'CI']",311,"['DI', 'DI', 'DI']",LOSS,0,2,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.48,21,4,5
"052106CZK['CC', 'CC', 'CI']",311,"['DI', 'DI', 'DI']",LOSS,0,1,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.38,20,5,5
"052106CZK['CC', 'CC', 'CI']",311,"['DI', 'DI', 'DI']",LOSS,0,0,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.53,22,3,5
"052106CZK['CC', 'CC', 'CI']",312,"['DI', 'DI', 'RANDOM']",VICTORY,0.7,0,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,16,489,101
"052106CZK['CC', 'CC', 'CI']",312,"['DI', 'DI', 'RANDOM']",VICTORY,0.7,1,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,32,473,101
"052106CZK['CC', 'CC', 'CI']",312,"['DI', 'DI', 'RANDOM']",VICTORY,0.7,2,0,AI-RANDOM,0.2199996,219,286,101
"052106CZK['CC', 'CC', 'CI']",313,"['DI', 'RANDOM', 'RANDOM']",LOSS,0,2,2,AI-RANDOM,0.16,13,17,6
"052106CZK['CC', 'CC', 'CI']",313,"['DI', 'RANDOM', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.82,29,1,6
"052106CZK['CC', 'CC', 'CI']",313,"['DI', 'RANDOM', 'RANDOM']",LOSS,0,1,1,AI-RANDOM,0.35,19,11,6
"052106CZK['CC', 'CC', 'CI']",314,"['RANDOM', 'RANDOM', 'RANDOM']",VICTORY,0.6800002,0,0,AI-RANDOM,0.94,260,245,101
"052106CZK['CC', 'CC', 'CI']",314,"['RANDOM', 'RANDOM', 'RANDOM']",VICTORY,0.6800002,2,2,AI-RANDOM,0.76,259,246,101
"052106CZK['CC', 'CC', 'CI']",314,"['RANDOM', 'RANDOM', 'RANDOM']",VICTORY,0.6800002,1,1,AI-RANDOM,0.79,247,258,101
"052106CZK['CC', 'CC', 'CI']",315,"['CC', 'CC', 'CC']",VICTORY,0.77,2,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,24,481,101
"052106CZK['CC', 'CC', 'CI']",315,"['CC', 'CC', 'CC']",VICTORY,0.77,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,32,473,101
"052106CZK['CC', 'CC', 'CI']",315,"['CC', 'CC', 'CC']",VICTORY,0.77,1,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,23,482,101
"052106CZK['CC', 'CC', 'CI']",316,"['CC', 'CC', 'CI']",LOSS,0,1,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.44,22,8,6
"052106CZK['CC', 'CC', 'CI']",316,"['CC', 'CC', 'CI']",LOSS,0,2,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,6,24,6
"052106CZK['CC', 'CC', 'CI']",316,"['CC', 'CC', 'CI']",LOSS,0,0,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.18,23,7,6
"052106CZK['CC', 'CC', 'CI']",317,"['CC', 'CC', 'DC']",VICTORY,0.75,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,23,482,101
"052106CZK['CC', 'CC', 'CI']",317,"['CC', 'CC', 'DC']",VICTORY,0.75,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,37,468,101
"052106CZK['CC', 'CC', 'CI']",317,"['CC', 'CC', 'DC']",VICTORY,0.75,1,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,19,486,101
"052106CZK['CC', 'CC', 'CI']",318,"['CC', 'CC', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.93,77,8,17
"052106CZK['CC', 'CC', 'CI']",318,"['CC', 'CC', 'DI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.93,78,7,17
"052106CZK['CC', 'CC', 'CI']",318,"['CC', 'CC', 'DI']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,5,80,17
"052106CZK['CC', 'CC', 'CI']",319,"['CC', 'CC', 'RANDOM']",VICTORY,0.79,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,34,471,101
"052106CZK['CC', 'CC', 'CI']",319,"['CC', 'CC', 'RANDOM']",VICTORY,0.79,2,0,AI-RANDOM,0.66,227,278,101
"052106CZK['CC', 'CC', 'CI']",319,"['CC', 'CC', 'RANDOM']",VICTORY,0.79,1,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,32,473,101
"052106CZK['CC', 'CC', 'CI']",320,"['CC', 'CI', 'CI']",VICTORY,0.72,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.92,465,40,101
"052106CZK['CC', 'CC', 'CI']",320,"['CC', 'CI', 'CI']",VICTORY,0.72,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,42,463,101
"052106CZK['CC', 'CC', 'CI']",320,"['CC', 'CI', 'CI']",VICTORY,0.72,2,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,28,477,101
"052106CZK['CC', 'CC', 'CI']",321,"['CC', 'CI', 'DC']",VICTORY,0.75,1,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.98,477,28,101
"052106CZK['CC', 'CC', 'CI']",321,"['CC', 'CI', 'DC']",VICTORY,0.75,0,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,27,478,101
"052106CZK['CC', 'CC', 'CI']",321,"['CC', 'CI', 'DC']",VICTORY,0.75,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,32,473,101
"052106CZK['CC', 'CC', 'CI']",322,"['CC', 'CI', 'DI']",VICTORY,0.75,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,39,466,101
"052106CZK['CC', 'CC', 'CI']",322,"['CC', 'CI', 'DI']",VICTORY,0.75,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.91,475,30,101
"052106CZK['CC', 'CC', 'CI']",322,"['CC', 'CI', 'DI']",VICTORY,0.75,2,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,25,480,101
"052106CZK['CC', 'CC', 'CI']",323,"['CC', 'CI', 'RANDOM']",VICTORY,0.78,1,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0,21,484,101
"052106CZK['CC', 'CC', 'CI']",323,"['CC', 'CI', 'RANDOM']",VICTORY,0.78,2,1,AI-RANDOM,0.83,221,284,101
"052106CZK['CC', 'CC', 'CI']",323,"['CC', 'CI', 'RANDOM']",VICTORY,0.78,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.97,483,22,101
"052106CZK['CC', 'CC', 'CI']",324,"['CC', 'DC', 'DC']",VICTORY,0.73,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,30,475,101
"052106CZK['CC', 'CC', 'CI']",324,"['CC', 'DC', 'DC']",VICTORY,0.73,1,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.03,24,481,101
"052106CZK['CC', 'CC', 'CI']",324,"['CC', 'DC', 'DC']",VICTORY,0.73,0,1,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,35,470,101
"052106CZK['CC', 'CC', 'CI']",325,"['CC', 'DC', 'DI']",VICTORY,0.81,2,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.94,476,29,101
"052106CZK['CC', 'CC', 'CI']",325,"['CC', 'DC', 'DI']",VICTORY,0.81,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,30,475,101
"052106CZK['CC', 'CC', 'CI']",325,"['CC', 'DC', 'DI']",VICTORY,0.81,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,24,481,101
"052106CZK['CC', 'CC', 'CI']",326,"['CC', 'DC', 'RANDOM']",LOSS,0,2,2,AI-RANDOM,0.05000004,15,40,11
"052106CZK['CC', 'CC', 'CI']",326,"['CC', 'DC', 'RANDOM']",LOSS,0,1,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0.79,40,15,11
"052106CZK['CC', 'CC', 'CI']",326,"['CC', 'DC', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.9,45,10,11
"052106CZK['CC', 'CC', 'CI']",327,"['CC', 'DI', 'DI']",LOSS,0,0,2,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0,6,44,10
"052106CZK['CC', 'CC', 'CI']",327,"['CC', 'DI', 'DI']",LOSS,0,1,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.8599999,46,4,10
"052106CZK['CC', 'CC', 'CI']",327,"['CC', 'DI', 'DI']",LOSS,0,2,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0.9,45,5,10
"052106CZK['CC', 'CC', 'CI']",328,"['CC', 'DI', 'RANDOM']",VICTORY,0.3199999,1,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,0,30,475,101
"052106CZK['CC', 'CC', 'CI']",328,"['CC', 'DI', 'RANDOM']",VICTORY,0.3199999,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.92,479,26,101
"052106CZK['CC', 'CC', 'CI']",328,"['CC', 'DI', 'RANDOM']",VICTORY,0.3199999,2,1,AI-RANDOM,0.89,250,255,101
"052106CZK['CC', 'CC', 'CI']",329,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-COLLECTIVIST,0.92,48,7,11
"052106CZK['CC', 'CC', 'CI']",329,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,2,2,AI-RANDOM,0.4,27,28,11
"052106CZK['CC', 'CC', 'CI']",329,"['CC', 'RANDOM', 'RANDOM']",LOSS,0,1,1,AI-RANDOM,0.44,28,27,11
"052106CZK['CC', 'CC', 'CI']",330,"['CI', 'CI', 'CI']",LOSS,0,2,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.41,18,2,4
"052106CZK['CC', 'CC', 'CI']",330,"['CI', 'CI', 'CI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.56,20,0,4
"052106CZK['CC', 'CC', 'CI']",330,"['CI', 'CI', 'CI']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.43,17,3,4
"052106CZK['CC', 'CC', 'CI']",331,"['CI', 'CI', 'DC']",LOSS,0,1,1,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.7400001,37,3,8
"052106CZK['CC', 'CC', 'CI']",331,"['CI', 'CI', 'DC']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.8200001,35,5,8
"052106CZK['CC', 'CC', 'CI']",331,"['CI', 'CI', 'DC']",LOSS,0,2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,35,8
"052106CZK['CC', 'CC', 'CI']",332,"['CI', 'CI', 'DI']",LOSS,0,0,0,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.59,18,2,4
"052106CZK['CC', 'CC', 'CI']",332,"['CI', 'CI', 'DI']",LOSS,0,1,2,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,0.2,15,5,4
