sessionId,gameId,roundId,playerId,condition,gameState,envState,playerEconState,playerName,playerType,playerInvestEcon,playerInvestEnv,playerInvHistEcon,playerInvHistEnv,strongestEmotionType,strongestEmotionIntensity,activeEmotions_Hate,activeEmotions_Reproach,activeEmotions_Shame,activeEmotions_Anger,activeEmotions_Remorse,activeEmotions_Distress,activeEmotions_Fear,activeEmotions_Disappointment,activeEmotions_FearConfirmed,activeEmotions_Pity,activeEmotions_Resentment,activeEmotions_Love,activeEmotions_Admiration,activeEmotions_Pride,activeEmotions_Gratitude,activeEmotions_Gratification,activeEmotions_Joy,activeEmotions_Hope,activeEmotions_Relief,activeEmotions_Satisfaction,activeEmotions_Gloating,activeEmotions_HappyFor,"mood"
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,6,0,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.04000002,4.470348E-08,MCTS_VS_COOP,AI-MCTS,3,2,14,21,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,6,1,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.04000002,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,14,21,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,6,2,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.04000002,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,14,21,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,7,0,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.02000001,0.03000005,MCTS_VS_COOP,AI-MCTS,3,2,16,24,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,7,1,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.02000001,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,16,24,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,7,2,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.02000001,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,16,24,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,8,0,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",LOSS,0,0.1600001,MCTS_VS_COOP,AI-MCTS,5,0,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,8,1,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",LOSS,0,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",2,8,2,"['MCTS', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",LOSS,0,0.02999999,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,0,0,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.4300001,0.05999999,MCTS_VS_DEF,AI-MCTS,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,0,1,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.4300001,0.14,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,0,2,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.4300001,0.1,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,1,0,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.2400001,0.09,MCTS_VS_DEF,AI-MCTS,4,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,1,1,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.2400001,0.14,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,1,2,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.2400001,0.1,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,2,0,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.1700001,0.11,MCTS_VS_DEF,AI-MCTS,3,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,2,1,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.1700001,0.21,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,2,2,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.1700001,0.13,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,3,0,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.06000012,0.22,MCTS_VS_DEF,AI-MCTS,4,1,8,12,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,3,1,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.06000012,0.22,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,12,8,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,3,2,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",NOT_FINISHED,0.06000012,0.05,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,12,8,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,4,0,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",LOSS,0,0.27,MCTS_VS_DEF,AI-MCTS,5,0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,4,1,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",LOSS,0,0.18,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",3,4,2,"['MCTS', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",LOSS,0,0,BALANCED-DEFECTOR,AI-BALANCED-DEFECTOR,3,2,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,0,0,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.54,0.14,RANDOM_CMP_VS_COOP,AI-RANDOM,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,0,1,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.54,0.02000001,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,0,2,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.54,0.03,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,1,0,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.3,0.17,RANDOM_CMP_VS_COOP,AI-RANDOM,4,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,1,1,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.3,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,1,2,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.3,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,2,0,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.2199999,0.15,RANDOM_CMP_VS_COOP,AI-RANDOM,2,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,2,1,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.2199999,0.03,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,6,9,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,2,2,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.2199999,0,BALANCED-COOPERATOR,AI-BALANCED-COOPERATOR,2,3,6,9,,,,,,,,,,,,,,,,,,,,,,,,,
"240130BRS['RANDOM_CMP', 'BALANCED-DEFECTOR', 'BALANCED-DEFECTOR']",4,3,0,"['RANDOM_CMP', 'BALANCED-COOPERATOR', 'BALANCED-COOPERATOR']",NOT_FINISHED,0.2499999,0.19,RANDOM_CMP_VS_COOP,AI-RANDOM,3,2,12,8,,,,,,,,,,,,,,,,,,,,,,,,,
